gene,score
ERO1A,8.171375
RPL37,8.150138
SQSTM1,8.126834
FAM13A,8.108293
FGFRL1,8.091518
ASPH,8.069053
TGFA,8.023433
RPL22,7.9946175
PNRC1,7.9678683
ARRDC3,7.9138017
PLIN2,7.8872623
EIF3E,7.876
RPL23A,7.8577876
ZBTB21,7.84344
SRSF5,7.8007555
SNHG29,7.789403
KCNE4,7.7892833
SLC3A2,7.738721
PSRC1,7.7129307
TRIB2,7.6780643
S100A10,7.6727924
SEC61G,7.670336
MXI1,7.659223
PLOD2,7.5873637
EGLN1,7.5691514
RETREG2,7.5660963
TMEM45A,7.553456
ST13,7.5530963
RPL28,7.543481
HSPA1A,7.5348544
PFKFB3,7.4627852
PPP1CB,7.4533496
HK2,7.42055
SLC6A6,7.36849
JAM2,7.314633
PPFIA2,7.2577505
CHI3L1,7.244241
C19orf81,7.243762
DHRS13,7.234057
FGF11,7.233787
NOP53,7.232529
F3,7.2173424
SPART,7.2156053
EGR2,7.2138677
ID2,7.1953564
DARS,7.165133
ATP1A2,7.1312547
DDX41,7.1205316
JMJD6,7.1067824
GBE1,7.104296
CNBP,7.0977063
PYGL,7.073444
MRPS6,7.0578976
SIVA1,7.050739
RPS19,6.992838
ANKRD28,6.9916096
AC027031.2,6.961506
RPL8,6.930054
NUPR1,6.9195104
NR1D1,6.9189715
RORA,6.8913536
MAFF,6.887909
TPT1,6.884704
ELMSAN1,6.876946
RAB20,6.859363
ADSSL1,6.8473516
LINC01578,6.8226695
ZFP36L2,6.820962
BMP7,6.8182364
H2AFZ,6.8070035
SLC15A4,6.8069434
RPS20,6.787893
RPLP0,6.7752523
SPRY2,6.7539253
BTF3,6.7470655
PDK1,6.746886
PDLIM3,6.744999
UBA1,6.7170815
PTPRF,6.7107315
EPAS1,6.7082453
C4orf47,6.7009964
RNF182,6.679549
H3F3B,6.6774826
RPS9,6.663524
COX20,6.641628
EIF4H,6.623176
FABP5,6.5761485
ICAM1,6.565425
ABCB6,6.5490103
MORF4L2,6.500904
ENPP5,6.4754434
PLEKHO1,6.473017
NDUFC1,6.456033
SLC4A4,6.4433928
RPS27L,6.4413857
SMIM26,6.440517
EID1,6.426888
HSPA2,6.41248
BEX2,6.4097543
TTLL4,6.362457
SNRPN,6.361738
ENPP4,6.359042
RPL38,6.3428373
SNHG14,6.3148003
TERT,6.270768
RPL3,6.2588763
DBP,6.232577
RPL23,6.2058277
PNISR,6.1955237
OCIAD2,6.19139
ADD2,6.1797976
RUFY3,6.177701
PER1,6.1756043
A1BG,6.172459
LINC00511,6.166918
MAP4,6.1482563
MMP19,6.131602
FNIP1,6.1266894
CA11,6.117973
DOK5,6.0881686
SLC39A14,6.082208
CPEB4,6.073731
DHPS,6.066542
BCL6,6.0577655
NONO,6.053482
EPB41L4A-AS1,6.0532427
HNRNPA1,6.0493183
PCBP2,6.0368876
BTG2,5.993095
EEF2,5.992945
AFAP1,5.9869843
LPL,5.97039
CDK16,5.9653873
RPL6,5.9634404
GYS1,5.9588876
ANKRD37,5.946277
CLNS1A,5.9300117
SOCS3,5.9244704
AL355974.2,5.909853
NPEPPS,5.90539
ANP32E,5.890263
CIRBP,5.8230762
HIPK3,5.8190923
EMP3,5.8079796
RGS6,5.8013
SNHG5,5.7896476
MAT2A,5.7826686
HSPA1B,5.762749
RSRC2,5.7581964
HSPA9,5.7487607
AL390755.1,5.745975
CDKN1A,5.7401037
LINC00461,5.738726
TRMT112,5.7176385
RPS16,5.701224
TIPARP,5.700984
SNRNP200,5.699456
CDKN1B,5.6969104
NDRG2,5.6927767
APOC1,5.6826525
DOCK7,5.680945
ACTN2,5.653447
FGF2,5.6462283
PTPRZ1,5.6454496
PGAM1,5.6436224
PIM1,5.61289
FOSL2,5.608756
HSF4,5.6084266
EIF4B,5.580809
TMED4,5.5802097
RPL10A,5.58009
LYST,5.5698757
ADORA2B,5.5590625
NPM1,5.539772
MBOAT2,5.5166473
CREBZF,5.504786
PGM1,5.5036774
RPL18A,5.498136
AKAP8,5.4769588
SAT2,5.4621315
RPS11,5.4431105
CEBPB,5.427894
GRIA4,5.4266357
SOX15,5.3911104
DDX3X,5.386168
DDX17,5.3821545
RPL7,5.381735
DDIT4L,5.3762236
SMARCD3,5.374037
RPS10,5.3428845
MPP2,5.3367143
NFIX,5.334288
KBTBD11,5.3239536
SLC25A4,5.3175735
HSP90AB1,5.3087373
ATP6V1D,5.308198
MRPL57,5.293011
SNHG25,5.2860923
CANX,5.243258
NPW,5.232804
EGLN3,5.2310367
BCKDHA,5.2250457
FLNB,5.2143226
ARHGAP32,5.2096496
SPARCL1,5.2096195
CLDN12,5.2025504
ARSJ,5.1955714
ANG,5.194373
ZFP36,5.1847577
NOL7,5.1746035
GIHCG,5.1725664
FNBP4,5.167924
ADGRV1,5.105799
NNMT,5.0880065
SAP18,5.069495
RPL13A,5.049815
BAALC,5.0340595
YEATS2,5.029806
CXCR4,5.0201907
TBC1D15,5.0147395
AFF4,5.0094376
YTHDC1,5.0010505
RAP2B,4.9926333
RPL14,4.986313
PLAAT3,4.9806814
IFI16,4.9749007
UBE2B,4.960852
SKP1,4.9600134
LNPK,4.9448867
TCEAL7,4.937608
PCBP1,4.9324856
CCNG2,4.929071
TRIM2,4.9099007
CFAP36,4.904269
FAM107A,4.8948336
DDX42,4.882882
LOX,4.881534
NDUFA5,4.8807855
RNF5,4.875184
SEPTIN7,4.863292
MED29,4.8526883
SLC25A37,4.85158
CNN3,4.850891
P4HA2,4.845769
WDR54,4.840108
RPL29,4.8183312
ALK,4.817612
KISS1R,4.8155155
TPP1,4.8036537
TIMP4,4.792571
HNRNPDL,4.776006
SPRY1,4.769566
TRIM9,4.7693567
RRAGD,4.7626767
SLC38A2,4.757914
DPY19L1,4.748868
FMN2,4.7435064
CDC42EP4,4.742248
ZMAT1,4.739223
GPNMB,4.7238564
CHL1,4.7225685
DHX40,4.7168775
VGLL4,4.713822
RNF24,4.713672
ZBTB4,4.7075915
RPL21,4.706813
VKORC1,4.69534
CPE,4.6894393
C12orf49,4.6826696
KLF10,4.681322
PRDX4,4.673294
PRPF8,4.6723056
LAMTOR3,4.646695
LUC7L3,4.6452274
NME4,4.642502
NPAS2,4.629322
COPRS,4.629202
ATP1B2,4.622043
SEPTIN9,4.6014647
PAICS,4.5983796
TMEM255A,4.5964923
FNDC3A,4.594845
KLF6,4.582564
CUTA,4.5795984
SNAPC1,4.576573
GDF15,4.5749855
HBP1,4.556144
CAMLG,4.5553055
RERE,4.5516815
ATF3,4.5515018
LOXL3,4.5494046
EPHA3,4.5487757
PHF1,4.5443425
SDCBP,4.5441327
GPM6A,4.541527
TNIP1,4.538142
TNKS,4.5372434
PHF21A,4.519301
SAP30,4.5078588
APBB3,4.497345
ATP5MC2,4.493151
PREPL,4.489826
LAGE3,4.481529
DVL2,4.4787135
ZNF337,4.471974
KIF1B,4.469967
CRYAB,4.4617596
PRPF3,4.4559484
AMY2B,4.4522343
PTGS2,4.4369874
PIP4P1,4.431536
SLC25A36,4.4272227
IMP3,4.426594
KIAA0895L,4.4255753
SNRPD3,4.4216213
DPYSL2,4.421531
BEX1,4.419824
KLHL24,4.419105
UQCRH,4.4175177
DYNC2LI1,4.4149117
AK2,4.414552
SCCPDH,4.4103584
TPD52,4.4064946
RSL1D1,4.4055657
COL23A1,4.4039783
TCAF2,4.400234
C2CD2,4.3986764
SPTBN1,4.3934345
CA9,4.3654275
IMPDH2,4.3564715
RPL35A,4.3511095
SFSWAP,4.3509297
POU3F4,4.35084
EIF2S3,4.347605
SFXN1,4.3315797
GLOD4,4.3234024
LINC01114,4.2998586
LONP1,4.29887
TMEM14B,4.2972527
TUBA4A,4.293149
TNFRSF19,4.292849
PRKRIP1,4.2745476
LONRF2,4.2720613
BET1L,4.2504344
PLP2,4.2473493
SDC4,4.2323723
STAT3,4.2310543
NDRG4,4.229886
BBS2,4.228059
SAFB,4.227939
AC015813.1,4.2269206
HAMP,4.2220683
DNAJB2,4.213082
IFRD1,4.201849
HNRNPH1,4.197925
HBEGF,4.1957984
MEG3,4.1715655
EEF1G,4.1652455
ESPN,4.159075
NAV2,4.150508
LUC7L2,4.136849
SLC35F5,4.1325655
BCKDK,4.1325655
ETNK1,4.1314273
TMEM161B-AS1,4.1280427
MZT2A,4.118128
HMGN3,4.1164503
ZNF638,4.1065955
SEMA3E,4.1062064
MTMR11,4.1048884
ANKHD1,4.104319
PIPOX,4.1042295
DUSP1,4.0969505
LETMD1,4.0857477
TFR2,4.0846395
SLU7,4.0834713
MXRA7,4.07781
CRYL1,4.0762825
ADCY8,4.060257
MNT,4.0577407
COX5B,4.053008
CWC15,4.0521092
MRPL49,4.048395
SOD1,4.0467477
NWD1,4.044831
HNRNPK,4.0403075
SIRPA,4.039499
METTL26,4.0384207
KDM6B,4.0187707
SBNO2,4.0118513
PHF3,4.00631
TMEM256,4.0012774
MIR222HG,4.001038
SRP14-AS1,3.9913628
NDUFA1,3.98666
TM2D3,3.9824367
P2RY1,3.9734802
CHCHD2,3.9722521
NRP1,3.9640448
ATF4,3.9616187
RPL36AL,3.9607499
AC100810.1,3.9566762
MIR7-3HG,3.9514642
SNRPD2,3.9510748
MT1E,3.9434066
HSP90AA1,3.9355886
SH3D21,3.933911
SEMA5B,3.9328928
PPP1R13L,3.9204319
PGRMC2,3.919713
OTUD6B-AS1,3.917736
RPS24,3.9153397
FAM172A,3.9086
PRICKLE1,3.9083304
OSGEP,3.9010518
SMOX,3.899015
SRRM2,3.889729
ERBIN,3.8887706
AHCTF1,3.8792453
PCID2,3.8763995
COA6-AS1,3.8731046
SNHG1,3.863639
PER3,3.8596854
GPRASP1,3.859206
CPSF7,3.85657
ADGRL2,3.8536944
EFEMP1,3.8526762
ATP6V1F,3.8518374
EYA2,3.8464158
EIF4A2,3.837759
CXCL14,3.8337152
RNF19A,3.8334756
TCEA3,3.8231416
GPRC5A,3.819487
ITGB1BP1,3.8122683
AC103591.3,3.81119
EXOC3L1,3.8053188
RPS2,3.8048096
SYF2,3.7794986
DNAH9,3.7772222
CFDP1,3.7725792
ACTR1B,3.7721
SNRNP27,3.7711713
PM20D2,3.7685056
NEDD9,3.7643719
ZCCHC8,3.7613764
RANBP9,3.7562544
PAF1,3.754487
SSBP2,3.7536783
EIF4EBP3,3.751162
ZFAND5,3.7483764
PDCD5,3.733669
AC008443.5,3.7294157
MPI,3.725252
ZMYM2,3.720789
SMARCA5,3.7171645
RSL24D1,3.7157567
ARL10,3.7132704
PITPNA-AS1,3.7104847
HDHD5,3.7071
OXR1,3.698593
MAGOH,3.696766
CHPT1,3.6937404
KARS,3.692752
SYBU,3.6873903
PAXBP1,3.6818488
PDK3,3.6770263
ATP6V0E1,3.6727428
ALDOC,3.6670215
THYN1,3.656298
ATF2,3.6429985
TSR1,3.634971
ZNF84,3.6294892
NFATC4,3.6243672
NUDT21,3.6232889
KHDC4,3.6178372
IGDCC4,3.6169086
SMPD4,3.613494
TMEM9,3.6082819
LONRF1,3.6031299
NAB2,3.5962403
MRPL40,3.5843787
TOMM6,3.5832703
SPTBN4,3.5796459
NAP1L1,3.5773094
C2orf92,3.5737748
PATL1,3.5683234
CLU,3.5661366
PTRH2,3.5655675
CORO1C,3.5616736
MIR29B2CHG,3.5598464
HNRNPH2,3.5576897
VDAC1,3.5551736
WDR19,3.5520582
EMC4,3.5462172
ECE1,3.539238
GLRA2,3.513927
HDAC5,3.5094938
AGPAT5,3.5017056
TAF1D,3.5002978
RHOBTB3,3.4993393
MCHR1,3.491791
CUL4A,3.4914615
WDR33,3.488586
CCNI,3.487268
FBXO46,3.4808278
ZNF548,3.4772334
ZNHIT3,3.4710329
EZH1,3.4663002
PRDX2,3.4652817
RTL8A,3.4649522
SRSF3,3.464353
ALKBH5,3.463694
FZD3,3.462376
JAG1,3.4602196
ZMYND8,3.459321
PPP1CC,3.4589314
RRAGC,3.455966
PHLDA1,3.4539292
TMEM263,3.4530005
EPHX2,3.448268
ULK1,3.4479685
DNAJB9,3.4413185
ARMCX2,3.439132
TRIB1,3.4353876
CELF6,3.4301758
CIC,3.4231966
BMPR1B,3.4175053
WDR83OS,3.4159775
SDR39U1,3.415768
EMC2,3.4126825
STYXL1,3.4122632
RPL15,3.4023185
BLOC1S6,3.3964775
CSNK1A1,3.3946204
RIMKLA,3.388989
SNX2,3.38836
CDK18,3.387162
HNRNPA2B1,3.3809614
USPL1,3.3743715
RPL27A,3.3726342
AL391807.1,3.364367
EVA1C,3.3540328
BTG3,3.3475926
EIF3L,3.3384268
TMED2,3.3360004
MLLT6,3.334473
PPM1B,3.3341734
OCEL1,3.3276134
TPT1-AS1,3.32324
ZNF292,3.3224614
RARA,3.3161411
DMTF1,3.3084428
ALOX12-AS1,3.3011642
MEA1,3.29724
IST1,3.2916987
DNAJC6,3.2886734
SF3B2,3.2886434
ACP1,3.2865765
RNF181,3.2851388
TUBB2B,3.28424
BET1,3.2828023
SELENOM,3.2825327
PRKAB2,3.2821434
PAAF1,3.279837
EPRS,3.278399
AKAP11,3.2741756
FUBP1,3.264201
GPRC5B,3.2625535
PFKL,3.2587194
POU3F3,3.25827
HS3ST3B1,3.256952
BLOC1S4,3.2483253
TERF2,3.2473068
ATP13A4,3.2464383
MDH1,3.2460787
LY96,3.2457793
DDX51,3.244731
ZNF331,3.2401779
POFUT2,3.2389498
MAP3K12,3.2376318
SNU13,3.2366433
SDHD,3.2292147
ARPP19,3.229095
SLC19A2,3.227088
PRR34-AS1,3.2201087
CCNL1,3.2178621
MTHFS,3.2166042
ARMCX1,3.2159452
SRSF7,3.2091157
PDCD6,3.2087562
RBM10,3.2078276
NIM1K,3.2029152
ATP6V1C1,3.2027655
KDM5C,3.2004888
PGM2L1,3.1995604
AEBP2,3.1989613
LINC02696,3.1985419
PHF13,3.197793
SFXN3,3.1936893
ZBTB25,3.1927009
MRNIP,3.1923413
EYA4,3.1922216
ST8SIA4,3.191293
RPAIN,3.1849427
FBL,3.1817079
DOT1L,3.1791017
TSR2,3.1719728
TBC1D9B,3.1674197
ABT1,3.1667607
HMGCL,3.1650834
TAF9,3.1643345
DDX6,3.1604404
C2orf74,3.1584935
AC104964.4,3.1565764
AC006064.4,3.1544497
DLG4,3.1502862
PHB2,3.1472008
C19orf53,3.1447747
PDE4C,3.1396823
MCL1,3.1395028
FBXO42,3.1378253
IK,3.1377952
WASHC2A,3.1333022
SDHA,3.117846
LINC01206,3.1122446
UFL1,3.1122146
TARDBP,3.1104772
TMEM140,3.1104174
XPO1,3.1082606
DDX19A,3.102869
GTF2A1,3.1011317
ITPKB,3.1000533
CNR1,3.0996938
ADIPOR2,3.097687
METTL16,3.0966387
SLC22A23,3.0933437
RELA,3.093164
ECHDC2,3.0922353
NGDN,3.091067
POU6F1,3.0900786
SNHG12,3.0869634
ECH1,3.0853758
HELZ,3.0851064
SLC10A4,3.0849266
BSG,3.0847769
CTDSP2,3.081392
PRKACB,3.0792952
GEM,3.078157
USP30,3.0748322
CYP2U1,3.0712078
HERPUD2,3.0669243
ZC3H7A,3.065846
GALNT10,3.065726
EIF1B,3.0653067
GSE1,3.0630002
MEF2A,3.0620117
ATP5IF1,3.0609934
SRSF1,3.0582078
METTL3,3.0567698
EIF3F,3.0559912
GBP2,3.0559013
ZNF512,3.0551524
TSEN34,3.0550027
VAMP4,3.0530555
CRBN,3.0503297
AC019257.1,3.0476937
LINC01579,3.0467052
ZRANB2,3.0380487
ZNF385A,3.0334957
DENR,3.0317583
EGR3,3.0288527
TIMM44,3.0284035
GNG5,3.0225325
YPEL4,3.0213044
BEND5,3.021005
SF3B6,3.0201063
ACSS3,3.0200462
ROMO1,3.0180693
MELTF-AS1,3.0180693
NCAM1,3.015613
DUSP16,3.0120785
HSD17B8,3.0090232
IRF2BP2,3.0089035
IAH1,3.0077353
LRAT,3.0058782
DTX3,3.0058482
RING1,3.0028229
MRPS24,2.9982398
CLASP2,2.990422
DENND2A,2.9875462
SPRYD7,2.98509
RNMT,2.981945
NELFA,2.9810164
AC114803.1,2.9783504
DDB1,2.9770625
CDO1,2.9731984
SLC4A8,2.9725993
SNHG8,2.9685256
AFF1,2.9673274
AC107464.1,2.9639127
ZNF83,2.9638526
FOXJ3,2.9575925
HOXA4,2.955945
HVCN1,2.954567
EXOSC8,2.9545372
TMEM60,2.9543574
METTL17,2.9536386
SAT1,2.9511523
IGBP1,2.9504335
HSPB8,2.9481869
WDR59,2.9479473
AAAS,2.940938
ZNF160,2.940309
IQCK,2.939081
COASY,2.934468
SMG1,2.9264703
CREG1,2.9254818
PWP1,2.9244335
KCTD9,2.9239242
RRAGB,2.9095461
WASHC5,2.9076293
PTGES3,2.903945
GABARAP,2.903136
EFR3B,2.9006798
MRPL10,2.899841
SYTL2,2.897864
AAMP,2.8977745
AC090204.1,2.8963666
PCGF1,2.8957374
MYBPC1,2.8943896
BOD1,2.8900461
IMMP2L,2.8892975
ZNF146,2.8874104
TMED10,2.884984
MZT2B,2.882468
VOPP1,2.8821683
SPATA13,2.879712
FLCN,2.8782144
FUNDC2,2.8778849
TDRP,2.8751292
STXBP3,2.8742306
SNRPF,2.8722537
SMG8,2.868779
PRPF38A,2.8664424
LINC02482,2.8658435
UBA2,2.865604
FBXO44,2.8653343
POLR2C,2.864945
SCRN1,2.8647652
MTREX,2.864286
PCDHB4,2.8618896
CLCN6,2.86153
OLMALINC,2.8582351
CLK3,2.8533826
PARP6,2.8528733
N4BP2L2,2.851855
ADPRHL2,2.851735
SARAF,2.8497581
MST1,2.8496084
RAB11FIP3,2.8482604
CACYBP,2.846763
PTGR2,2.845445
RBM39,2.8398435
SLC9A3-AS1,2.8355
DUSP3,2.8354402
PRPF4B,2.8312166
LRRC75A,2.8301084
RFC1,2.8289104
RPS6KB1,2.8286705
CALCOCO1,2.8220809
DDX24,2.8207629
DPM1,2.8192651
PPP4R3B,2.818696
LRRC47,2.8183665
LGALS3,2.8172581
EEF1AKMT3,2.8165693
C1RL,2.811537
NDEL1,2.8072834
LRRC75B,2.805127
WHAMM,2.8025508
WSCD1,2.8024309
SH3YL1,2.8014424
NFKB2,2.8003042
KIDINS220,2.7988365
COX16,2.7987766
COA4,2.7979977
TMEM25,2.7965899
CDC16,2.7957213
ZNF672,2.7947028
CLSTN1,2.7935946
LZIC,2.7883227
EIF2B1,2.7854471
COPA,2.7839794
BIRC3,2.7827811
NPNT,2.7803848
COPS5,2.7801154
SIN3B,2.7799356
MARCH6,2.779007
SF3B3,2.7781384
AACS,2.7772696
BRI3,2.7772398
FLOT1,2.77694
PIM3,2.7708294
POLRMT,2.7682834
OCIAD1,2.7629817
SUPT16H,2.7597466
CHSY1,2.758818
TRIM4,2.75744
CREBRF,2.7572904
KANTR,2.7572305
NUP58,2.7551038
ZBTB44,2.7514794
CSKMT,2.7489333
TMEM107,2.748484
DBNDD2,2.7482443
BEX4,2.746507
AMPD2,2.7436013
PPP1R3B,2.7434218
MTFP1,2.73806
TBC1D25,2.726917
STAG2,2.7258687
AL451165.2,2.7240114
ARMCX4,2.7195184
RND3,2.719189
AIMP1,2.714037
ATP5PF,2.7135277
SRF,2.7110114
ZNF639,2.7107718
IRAK2,2.708076
RBM28,2.7054102
OIP5-AS1,2.7032235
HINFP,2.7027142
UCN,2.7025645
TRA2A,2.701696
CIPC,2.701546
PLRG1,2.700917
CTH,2.6965437
ARHGAP21,2.6930091
AL118516.1,2.691781
RNPS1,2.6915114
DICER1-AS1,2.6895046
CFAP298,2.6883063
AC127502.2,2.6869586
USP36,2.6831844
SYNPO,2.6818962
TMEM70,2.6817465
AK6,2.6817465
LZTS3,2.6800692
HES1,2.6789908
AMZ2,2.6735692
GLRX,2.6718318
SPAG9,2.6706636
AL513534.2,2.6679077
CXCL8,2.6674285
MRPL17,2.66656
RHPN2,2.6664999
UBE2D3,2.6635344
CHD1L,2.6608987
GHDC,2.6594608
TCTN2,2.6583824
NDUFA7,2.657304
ALDH7A1,2.6572142
SP1,2.6564653
TSPAN31,2.6542487
MAP1LC3B,2.6533203
ARAP3,2.652781
DDX25,2.6510737
NT5C,2.6478088
INSYN2A,2.6425667
MED28,2.6425667
WDR45B,2.641129
KIAA1191,2.64044
FAM199X,2.6390321
LAMTOR5,2.6387327
SRP68,2.6356773
SNX27,2.6351082
NOVA1,2.6350782
KMT2E,2.634719
EIF3H,2.6298962
TSPYL2,2.629447
CEP250,2.6258225
HS3ST3A1,2.6256728
GNA13,2.6251335
LIN7C,2.6227672
ZSCAN18,2.6223779
HSPA13,2.6159377
KIAA1109,2.6145897
TUBA1C,2.6129124
MRPS18B,2.6126728
SECISBP2L,2.611145
MRPL51,2.6094677
MFAP1,2.6058433
DIDO1,2.6057234
DYNC1LI2,2.605394
NDUFS4,2.6006613
ZNF286A,2.598804
CACNB2,2.5973663
BX284668.5,2.5933225
CAMKK1,2.5932925
THAP3,2.5924838
CCT8,2.5920343
STBD1,2.5908363
PLPP3,2.5902672
IGIP,2.5858638
GMNN,2.585175
CHCHD7,2.5797234
POGZ,2.5753202
DPY19L4,2.5734332
DUS3L,2.5732234
BCL2L13,2.5705276
GATAD1,2.5694492
SLC35E1,2.5670228
PIN4,2.5659447
OSER1,2.565675
RABGGTB,2.564447
C2orf72,2.5619607
RBM33,2.560403
CSNK1E,2.5598638
PTPRH,2.5587857
DUSP11,2.5576773
BLVRB,2.5560896
AIP,2.5560298
BCL2L2,2.554652
OST4,2.5537233
PMS2,2.553304
MIR99AHG,2.54944
VEGFB,2.5479722
BRK1,2.5411727
COX7A2L,2.5398247
UFM1,2.532516
ATP5PO,2.5295806
PPIP5K2,2.5286818
AKAP12,2.5251772
HMOX1,2.524668
DDX55,2.522092
EFNB3,2.5217025
ZNF334,2.518168
LRPPRC,2.5155022
HNRNPM,2.5147233
MYO1E,2.5139146
GSTM5,2.5099907
AL450306.1,2.5055575
BRI3BP,2.5055575
MESP1,2.501993
OXSR1,2.501274
PDZD2,2.5009446
AC016727.1,2.49741
PAFAH1B1,2.4969008
ELL2,2.4958224
RBBP4,2.4958224
MCM3AP,2.494744
POLR2K,2.4931564
SCAMP1,2.4925275
SPACA6,2.4898915
DIP2C,2.4877648
FKBP8,2.4847095
CASC3,2.483152
RBM15,2.478419
ANKRD6,2.4761426
CCDC8,2.47138
KAT8,2.4638915
ZFP36L1,2.463562
CD27-AS1,2.463023
SNHG21,2.461615
MTR,2.4601471
JOSD1,2.4599974
TRO,2.4593086
C17orf58,2.458949
EIF2D,2.4585598
IER2,2.4546356
TENT4A,2.454516
INTS2,2.4533176
KDM5B,2.4514008
RSAD1,2.4513707
MANBA,2.4502625
TENT2,2.4501126
GOLGA8A,2.4490345
TSC22D3,2.4490345
COPB1,2.4475965
FBXO11,2.446638
ADIPOR1,2.4451702
MARF1,2.4428937
CDK7,2.442744
MECP2,2.4416656
MXD1,2.441456
TMEM251,2.4409168
RAD21,2.4385204
ANGPT1,2.438191
PGPEP1,2.4357648
LRP2BP,2.4351957
ORC4,2.4351356
CHMP2A,2.4324996
ZDHHC4,2.431691
MAP3K2-DT,2.4299836
MKLN1,2.414138
RCOR3,2.4126103
PRR13,2.4111726
GNPDA1,2.4106333
SDK1,2.4099743
AC244033.2,2.4094052
CHST10,2.4088361
STX16,2.4072187
ZMYM5,2.4041333
ANKLE2,2.4014676
TARSL2,2.4013176
PPP1R3C,2.4011679
PMPCB,2.3993707
METTL7A,2.3948476
SPCS2,2.3911035
ZNF644,2.3895159
ZNF667-AS1,2.3875988
CCDC43,2.3875988
CWC22,2.3838844
NFKBIB,2.3825066
PHIP,2.3819075
CCDC115,2.3817878
ATXN1,2.378313
NCOA1,2.3765159
RPLP1,2.3761265
LINC01719,2.3759468
TMEM18,2.3754675
ARHGEF37,2.372502
MTO1,2.369267
CCL28,2.3642347
TRAF6,2.362767
TCEAL9,2.359502
MRPS21,2.3593822
ANKRA2,2.3579144
TRIM23,2.3544996
SRSF11,2.3535712
CEBPZOS,2.3507555
CEP95,2.3506656
POM121,2.350366
PHC1,2.346562
RNF40,2.3441057
ZFX,2.3435965
AATF,2.3432071
GNL1,2.3391035
RAB2B,2.3371563
MED10,2.3359282
PCIF1,2.3336818
CARD16,2.3332024
AC132872.1,2.3281403
KDM2A,2.3279905
