gene,score
SAMD4A,6.169176
RPL27A,6.148116
MAP4K4,6.1374264
HILPDA,6.1271195
RPS27A,6.082543
RPS21,6.0692687
KTN1,6.067769
GPNMB,6.0599194
ANKRD12,6.0357323
LRRC8A,6.016906
ENPP5,6.015055
TMEM47,5.9868474
RPS11,5.981359
CA9,5.9808803
IRF2BP2,5.9460993
AK4,5.858094
S100A10,5.8182397
SLC5A3,5.7803316
ID4,5.777811
ITGB4,5.750369
EIF3E,5.7392964
XAF1,5.6999526
PCDH9,5.687508
NRCAM,5.669288
NRN1,5.6682034
RPL10A,5.6400595
DHRS3,5.6277103
NEFL,5.5856223
SMIM3,5.5656476
ARL4C,5.5388117
HMGA1,5.530643
YBX1,5.4934373
ITM2C,5.4898314
HMGB1,5.483992
NFIX,5.397231
PLOD2,5.3775434
RPS9,5.3588448
HSPA8,5.353101
SYF2,5.3118744
KCNJ16,5.2795186
FAM162A,5.253098
GPI,5.230602
QKI,5.214903
SELENOK,5.195087
EIF1,5.1859293
NSRP1,5.166241
ANXA1,5.143905
CSDE1,5.1047845
MIF,5.089149
BHLHE40,5.0775976
HK2,5.0528684
PFDN5,5.047508
TSPAN7,5.036116
CAV1,4.9825406
GPM6B,4.972585
IFI44L,4.970128
RPL23,4.949355
BNIP3L,4.9468346
NFIB,4.945303
ESF1,4.9437075
ALDOC,4.941346
ZC3H13,4.935539
NFIC,4.9334006
PRRC2C,4.917861
ATF4,4.8921103
FLNC,4.865977
HSPA1B,4.8315787
RPS16,4.8182087
BACE2,4.7166424
EIF3H,4.684063
RPS5,4.68384
ZFP36L1,4.667183
DTNA,4.6519623
NRP2,4.61715
MIR210HG,4.595707
TPP1,4.5950685
ATP13A3,4.5801034
ERO1A,4.536324
PNN,4.5343776
COL8A1,4.4592314
CCNI,4.4584336
MIR100HG,4.45269
AMD1,4.4514775
HSP90AB1,4.432332
ROBO2,4.421515
NIBAN2,4.3943605
FGFRL1,4.3874044
EMP1,4.3733325
SNHG7,4.354474
BRI3,4.3389025
ZNF395,4.3381367
PMP22,4.337084
RSL1D1,4.3026857
SLC38A2,4.302079
UQCRB,4.2796474
HSPD1,4.256928
ADAM8,4.2405267
MPC1,4.2343683
GFAP,4.207022
SNHG5,4.204533
TMBIM6,4.200417
RPL36A,4.1878767
IMPDH2,4.1875896
SNHG12,4.1823244
EIF4B,4.162222
PLP2,4.161488
EIF3A,4.159254
CCND2,4.1153154
SERINC1,4.103222
GADD45A,4.0574
P4HA1,4.054465
PTPRF,4.0452113
KAT2B,4.0177374
SPOCD1,4.0142913
PDPN,3.9956882
RPL19,3.991157
CRTAP,3.9906147
IFIT1,3.9852858
NCAM2,3.9597266
RNASE1,3.953632
TMOD1,3.9489095
TSC22D4,3.942368
SERPINE1,3.9193935
CADM1,3.9145114
RPS3,3.8808155
FEM1C,3.861
RPLP0,3.8119237
NCAM1,3.7938313
RPL8,3.7626882
ARHGEF26,3.759529
RPS17,3.737416
PHPT1,3.718143
SOX9,3.7148244
SLC38A1,3.7020607
AL627171.2,3.6526656
CSTB,3.5988667
LRRC58,3.5742967
RPS15A,3.5516095
RPS2,3.5488334
CLDND1,3.5348253
CLIC1,3.5309641
CCN3,3.5301666
ATP1A1,3.5212638
TMEM43,3.5123293
CTSD,3.497651
TRAK2,3.4778676
STAC2,3.4597433
PLPP3,3.458722
PPIG,3.4505534
COL13A1,3.4379811
ST3GAL5,3.4174
C1orf61,3.4023707
SLC20A2,3.3708124
ST13,3.3692172
SLC3A2,3.3482208
CAST,3.326044
CNBP,3.3196623
DPYSL2,3.3179073
RPS28,3.311334
SMARCC2,3.307824
LTBP1,3.2915823
PDLIM3,3.2869554
PPP1R3C,3.279393
ZBTB20,3.265321
MTURN,3.2648425
SELENOT,3.261843
RPL18,3.246016
AHCYL1,3.2422826
PTPN11,3.224988
KCNMA1,3.210884
MX1,3.2028112
GRIA1,3.1830275
C4orf3,3.1808896
SULF1,3.1734867
LMO4,3.1728165
BCL2L2,3.1616166
NOP53,3.1373656
NFIA,3.078589
PLEKHB1,3.0762596
CNIH1,3.0713458
FGD5-AS1,3.0700693
UBL3,3.0662723
NAV2,3.0588691
CD9,3.0454674
PCNP,3.0199082
MXRA7,3.0197167
JAGN1,3.009889
PROS1,3.0068893
SCD5,3.0060596
LIFR,2.9966784
TECR,2.9962318
HSPA1A,2.973002
BTF3,2.967673
MAFF,2.9668114
CDV3,2.9598553
PRXL2A,2.9455283
TRAF3IP1,2.9146402
SLC6A8,2.9123745
ITGB5,2.8942184
EMC3,2.891187
ANP32A,2.8882194
RPL10,2.8605862
HEY1,2.8488116
RPL27,2.8447912
NXPH4,2.8366544
RPL28,2.8358247
MAP1B,2.82555
LGI4,2.8188171
NEK6,2.818147
CWF19L2,2.812563
EIF3F,2.8074255
FBXO32,2.7804945
VDAC2,2.7783563
CHMP2B,2.7720385
LDLRAD3,2.7712727
GOLGB1,2.7698047
UBA52,2.766231
PODXL,2.7556052
SERBP1,2.7457135
GPR37L1,2.7428734
GPR37,2.7414696
KIF3B,2.7291207
SNHG32,2.7190375
RPL22,2.6954248
SLC16A3,2.6936698
PPP1R15A,2.6910212
ARID4B,2.6639304
KLF15,2.6614416
AOPEP,2.6589208
GALNT15,2.6583464
IGF2BP2,2.651135
RPS6KA2,2.648263
RPS4X,2.6402538
RPLP2,2.6392965
WEE1,2.6355631
CTNND2,2.6291494
RSBN1,2.6238525
WBP2,2.6209807
SSR3,2.6173751
TUBB2B,2.611057
MPHOSPH8,2.6059515
ZNF385D,2.5818603
HSF4,2.5664802
MRPS18A,2.5521848
CHODL,2.5480046
HNRNPA1,2.5381129
LRIG1,2.5308375
GNAI2,2.5170848
ARX,2.510033
KDSR,2.5063953
ZCCHC24,2.5041935
BSG,2.5040977
NDRG1,2.5034597
LPAR1,2.4779642
RPS23,2.474837
NRP1,2.469349
AMER2,2.4688063
ZBTB7A,2.467881
DDIT3,2.4628074
PCSK1,2.4491184
CD99,2.4460232
KLF6,2.4383013
CFDP1,2.4378226
CNR1,2.433164
MAP3K13,2.4316003
GPR137B,2.4303558
MT1H,2.4233997
RTN1,2.4161882
AC097534.2,2.4156458
FUT11,2.39733
CIZ1,2.3904057
SLC2A3,2.3847578
LTF,2.3838325
ANG,2.3820136
DIPK1C,2.3715155
LYPD1,2.3656762
NNT-AS1,2.340053
RASD1,2.3357136
ATF5,2.318004
DMRTA2,2.3170466
PRNP,2.3151002
PFKFB4,2.3145897
SMARCC1,2.310952
P2RY1,2.303549
PPFIA4,2.300805
CSPG5,2.2951252
CLTA,2.2949975
EEF1G,2.294455
ARHGAP36,2.2869565
SPARCL1,2.2858396
ZEB2,2.2849143
SNX3,2.2762988
LINC00963,2.262961
COMMD6,2.2602167
PRKCB,2.2446768
PPL,2.2287223
AC103591.3,2.2252443
NCKAP1,2.2210004
FXR1,2.2099597
KBTBD11,2.195856
PABPC4,2.1943882
BAALC,2.1896656
ANKRD37,2.1892507
TRIM56,2.1846879
CARHSP1,2.1799014
DDIT4,2.1770296
SPCS1,2.1630216
PURA,2.1622558
CD164,2.1589372
DUSP4,2.1419296
C9orf78,2.1393769
WDR82,2.1381962
SDCBP,2.1381643
EMC4,2.1348457
LOX,2.1314952
LUCAT1,2.118987
NUDC,2.1185083
LUC7L3,2.1061594
RGCC,2.096842
EIF5,2.089822
MT-ATP8,2.0824192
ZNF385A,2.0780795
EPB41L4A-AS1,2.070868
CP,2.0688896
CD68,2.0669115
SEMA6D,2.0584555
ANKRD28,2.0479574
LRRC2,2.0137827
LARP7,2.012634
IFIT3,2.0107195
GMFB,2.0028698
IGF1R,2.0027103
PIK3R1,1.9953711
TRIO,1.9844264
NEBL,1.9762576
CELF2,1.9751408
ID2,1.9727157
EIF3L,1.9649299
TXNDC12,1.9590905
MIR4458HG,1.9563144
ZNF148,1.9547828
MID1IP1,1.9530597
ISG15,1.9339143
WWTR1,1.9257455
RORA,1.9253945
ZNF397,1.9250754
RPS15,1.9203529
YEATS2,1.9160452
BRK1,1.913269
CEBPB,1.9104611
SNHG16,1.898208
DARS,1.8970912
LSAMP,1.892943
RSF1,1.891188
TOB1,1.8898159
CXCL8,1.8830192
POU3F3,1.8786159
VLDLR,1.8747228
VAMP2,1.8744038
EIF2S2,1.8703195
ERGIC1,1.8701599
SNHG14,1.8658841
NFKBIA,1.8633952
BCAT2,1.8613211
LRRCC1,1.8601724
HNRNPH3,1.8556732
KIF5C,1.8548435
ITGB8,1.8532162
IFI30,1.8464196
PPP1R16A,1.8348684
ARPC4,1.8340069
BTG1,1.83289
MKNK2,1.8302735
ZCRB1,1.8302735
ST3GAL1,1.8157868
CRB2,1.8151486
TOMM20,1.8062779
RSAD2,1.8019063
RPL31,1.7989388
VAPA,1.7939609
ARPP19,1.7906743
HIPK2,1.7901957
HMOX1,1.7761877
RNF168,1.7727414
SEZ6L,1.7709227
RPLP1,1.7666149
ATRAID,1.7660086
TMEM245,1.760297
FAM200B,1.7601373
ERBIN,1.7588291
POLR2H,1.758542
DYNC1LI2,1.7523196
CDK19,1.7519367
ZYX,1.7474056
GLDC,1.7405452
IFIT2,1.7352802
TMA7,1.734961
DLGAP1-AS1,1.7317382
LSM3,1.7243673
RPF2,1.7242715
LFNG,1.7201233
PCMT1,1.7195809
PAK2,1.7144116
FERMT2,1.7120185
PSMC6,1.7081255
UPP1,1.7066258
CFAP36,1.70519
MGST1,1.7021586
ARL8A,1.6949471
PRKCSH,1.6861402
RAB42,1.6861082
NUCKS1,1.6824068
MORF4L1,1.6760569
SEMA5B,1.6725788
NOP58,1.6673776
DYNC1I2,1.6655908
SNHG1,1.661602
TMEM246,1.6550608
RPGR,1.6543906
GNAQ,1.6540396
PANTR1,1.6523166
SLC35F1,1.6510082
PNMA2,1.6476578
PDK1,1.639872
PCDH20,1.6316713
SPIRE1,1.6305226
RALBP1,1.6206627
ANP32E,1.6181419
THOC7,1.6165146
RNF130,1.6036552
CSNK2B,1.5969862
MCL1,1.5904129
PCBP2,1.5880197
CTNNB1,1.5870943
RPL6,1.5818613
POLR1D,1.5814784
PPP1CB,1.5812869
RRAGA,1.5781279
ABCG1,1.5777769
PNRC1,1.5739478
SEPTIN9,1.5655557
STK25,1.5644708
NPC1,1.5608013
RNF187,1.5603864
DNAJB1,1.5600035
NUDT16,1.553845
ZDHHC4,1.5537493
MST1,1.5526326
AFDN,1.5516434
UBE2D3,1.549633
MEGF9,1.5426769
ARFGEF3,1.5402519
HSBP1L1,1.5401561
ARRDC3,1.5360079
NTNG1,1.5305514
WIPF2,1.5291156
PHYHD1,1.5258288
RNF145,1.5241696
PTPRD,1.5221913
IP6K2,1.5219679
NR4A2,1.5167029
PGPEP1,1.5121399
DYNLL2,1.505439
GBP2,1.4906331
RPL36AL,1.4860382
NFX1,1.4712963
HEPACAM,1.4609578
TMEM54,1.4572562
CLK1,1.4562671
DEK,1.4361644
STAT1,1.4327501
AL162253.2,1.4234326
TIMM9,1.4217415
BCL6,1.4209437
HDLBP,1.4183272
TAF3,1.4153916
CCDC59,1.4137003
WTAP,1.4082758
SON,1.4010644
FOXO3,1.3924809
FYN,1.3911725
CCNB1IP1,1.3838334
WDR1,1.3807383
MIR222HG,1.372027
PI3,1.3644327
C15orf48,1.3636669
NT5E,1.36255
PLSCR1,1.3614652
AP006621.3,1.3554343
CREB3,1.3493717
MUCL1,1.3480953
AIF1L,1.3412668
INSIG2,1.3379163
SAP30,1.3378205
EIF2A,1.3328108
DES,1.3325236
TMEM14B,1.3300985
MGAT1,1.3195685
MAN1A2,1.3181326
ENHO,1.3113679
SNHG21,1.3100277
LITAF,1.3074112
CXCL3,1.2942647
WSB1,1.2931798
TIMMDC1,1.2891272
RYBP,1.288904
CDK11B,1.2840219
ATP5PB,1.2751192
DIP2C,1.2683226
ARHGEF4,1.2661527
RMND1,1.2614621
CNTLN,1.2609196
NOL3,1.2599943
RBM39,1.2560375
SLC35A5,1.2554631
ITGAV,1.2482198
MTRNR2L8,1.2474859
XRCC5,1.2472944
ELL2,1.2472306
EGLN1,1.2449331
BPTF,1.2416465
RWDD1,1.2385514
DAG1,1.2367644
KAT6B,1.2360944
KHDRBS1,1.2319143
PTP4A2,1.2257239
SRRM1,1.2244157
AC010624.5,1.2231393
PSMB7,1.2223415
MED12L,1.2215438
JUN,1.2177786
ENKUR,1.2175871
FAM219A,1.2090993
AGFG2,1.2078867
BRD4,1.2072804
GTF2H5,1.2037704
SCCPDH,1.2018878
AC093227.1,1.1991436
GASK1A,1.1981225
PTPRN,1.1971333
MXI1,1.1921237
DYNLT3,1.1916769
RB1CC1,1.1883583
THOC2,1.1875607
NDUFAB1,1.1870182
EIF1B,1.1851355
PIGO,1.1839868
COPS9,1.182136
ETF1,1.1776369
CITED2,1.1770945
SLC29A4,1.1734568
ALDOA,1.1726272
CYBRD1,1.1672983
PGM2L1,1.1591934
LY6E,1.1571512
NELFE,1.156162
ZNF37A,1.1559706
RABGGTB,1.1540561
GRAMD1B,1.1534817
HBP1,1.1492697
FADS3,1.148823
APLN,1.1477062
APH1A,1.1476104
AC015871.4,1.1467808
PRRC2B,1.1463022
SREK1IP1,1.1366338
PSAT1,1.1328366
STX7,1.1305391
CHI3L2,1.1302199
C2orf72,1.1213174
GOLGA8A,1.1202962
EEF2,1.116531
TET1,1.1139783
SEMA5A,1.1016933
AL162231.2,1.0986938
RIMS1,1.0931735
WBP4,1.0918334
LGI1,1.087717
YTHDC1,1.0874937
NDUFB5,1.0780486
CTHRC1,1.0768361
SETD2,1.0766127
BOLA3-AS1,1.0723689
F3,1.0720178
SLIT2,1.0714754
NEO1,1.0713158
SQOR,1.0689226
ALDH1L1,1.0608177
RRAGC,1.048469
RBPJ,1.0481818
PPARA,1.0477669
OMA1,1.047384
EIF4H,1.0458843
PCNX2,1.0454376
DHRS13,1.044927
IFRD1,1.0393429
TOMM7,1.0374602
VAT1,1.0367901
LCNL1,1.034429
AC108519.1,1.0325143
RARRES2,1.0313337
CAMK2N1,1.0292597
PKIG,1.0199102
NACC2,1.0189211
STAG1,1.0137199
ZBTB47,1.0131774
C21orf62,1.0111352
ADCY8,1.0004777
RNASE4,1.0004138
ZNF462,1.0000628
ZFHX4,0.9954998
VAMP1,0.98436356
FGFR3,0.9827043
LEMD3,0.9824809
NPY,0.97954524
EIF3M,0.9783327
EXD2,0.9760991
LINC00092,0.97485465
PDLIM5,0.9730358
TRAF3IP2-AS1,0.97236574
MKLN1-AS,0.9701959
APOM,0.96911097
SUMO3,0.9689195
ZC3H6,0.96856856
KIF1A,0.9662711
HIST1H4C,0.9649947
KPNA4,0.9615166
SMIM27,0.9604317
KMT2E,0.95870864
SGCB,0.95583683
PLPBP,0.95318836
IGSF9B,0.9519758
RNF13,0.95069945
NRAS,0.9490083
RAPGEF1,0.94715756
ENTPD3-AS1,0.9470937
ZFYVE21,0.93780816
TTC25,0.9377444
CD109,0.935766
MINDY2,0.935766
ATP5MC2,0.9347768
DDX46,0.934011
CACNA1A,0.92932034
EGLN3,0.9280121
ATP6V1B2,0.92788446
PDCD6IP,0.9277568
AC245060.5,0.9262252
PRKAR2A,0.91317433
ICAM1,0.9109407
FAM133B,0.90478224
TRIM52,0.902772
IARS,0.90235716
AC097359.2,0.90082556
PPP1R3E,0.8972836
ANKRD36C,0.8952733
SH3D21,0.894699
FSTL3,0.8944437
GPRC5A,0.8928802
ADAMTSL4,0.89233774
UQCRC1,0.89169955
PHF3,0.89131665
SHMT2,0.890487
OLFM2,0.8877109
ARL8B,0.88579637
NAALAD2,0.8856687
KYAT1,0.8851263
APOD,0.8841371
ADGRL3,0.88407326
TNFRSF19,0.883467
SPTLC1,0.8792869
RBBP6,0.8792231
SLC6A9,0.878553
DPP7,0.8783615
TMEM221,0.8735114
SMIM25,0.87341565
PUM1,0.87204355
COL22A1,0.8709905
PSD2,0.86933124
BDP1,0.86929935
SLTM,0.8676401
AP000254.2,0.86690617
GPC6,0.8666509
CCN5,0.86518306
MAL,0.85995
SIPA1L2,0.8594714
METTL26,0.85816306
PXYLP1,0.85765254
TCEAL2,0.8556104
SYTL2,0.85478073
SSB,0.85449356
NIPSNAP2,0.85165364
KCNMB4,0.8505368
HS3ST5,0.8427829
NDUFA10,0.84198517
ATP6V0A1,0.8333059
KLF9,0.8287429
SSU72,0.82759416
TCEA1,0.8234779
AP2M1,0.8198722
CD300A,0.817128
SNAP91,0.8163622
SLMAP,0.81569207
PHC3,0.80927837
PRPF38B,0.80685323
MARCO,0.8063746
SOX11,0.80442816
SH3BGR,0.7995142
MIR155HG,0.79929084
SF3B1,0.7991951
SNRPD2,0.79450446
GAL3ST1,0.7935791
SP4,0.7916007
CCT2,0.7903563
SMC2,0.7845169
CU638689.5,0.7845169
KALRN,0.7834958
ZNF654,0.7831129
DCTN5,0.7818365
SGF29,0.7800496
MOB4,0.77842224
CCDC112,0.7783265
TMEM192,0.7775926
COA6,0.77724165
CALN1,0.775359
NLGN4X,0.77063644
TAF7,0.7690729
ZNF292,0.7670626
REXO4,0.7664244
NCBP2,0.76396745
ADAMTS9-AS2,0.76256347
KNDC1,0.7617657
CTDNEP1,0.76147854
ELP1,0.76147854
NBPF14,0.761319
LRIG2,0.76109564
SUN2,0.75860673
APPL1,0.755352
CCT4,0.75525624
EPM2AIP1,0.7549372
AC005332.4,0.75407565
PYGL,0.7537565
UTP23,0.7534055
TMBIM1,0.7529269
SLC15A4,0.7468961
MROH8,0.7463855
SMN2,0.7454921
ITGA6-AS1,0.74367326
EMP3,0.7401314
AC233280.1,0.7373553
MTCL1,0.73454726
ZIC3,0.73339856
SYNPO,0.73094153
FAM13A,0.7296971
FOXRED2,0.729027
FBXL2,0.728676
BAG1,0.72819734
INHBB,0.72819734
METAP1D,0.7253575
TCAF2,0.72331524
LY6H,0.72293234
KCNN2,0.7227409
DDX58,0.7225813
AQP9,0.72254944
CAPN10-DT,0.7161038
LSM2,0.71233857
VPREB3,0.7123066
RHOA,0.7104559
CMSS1,0.709722
PHACTR4,0.7079351
WDR27,0.7062439
CLDN12,0.7035316
PCDHB10,0.70324445
PAMR1,0.7031487
KCTD18,0.70286155
SPATS2L,0.70037264
FAM120AOS,0.69836235
SLC16A6,0.69657546
LRRFIP1,0.6964478
FITM2,0.69558626
DPY19L2,0.692523
PNOC,0.6900022
KCNH8,0.6890449
UGP2,0.68709844
PRR36,0.6851201
UPF3A,0.6826312
HACL1,0.68247163
HBG2,0.6820249
ATP6V1G1,0.6792807
LANCL1,0.67845106
MFSD4B,0.6774938
STAG2,0.67669606
VGLL4,0.675675
NEMF,0.6743348
GDPD2,0.6739838
METTL9,0.6726117
OTOA,0.6718778
RORB,0.669708
ELAVL3,0.6692613
SEC14L1,0.66919744
CHRM3,0.6659427
RHOC,0.66393244
SEC63,0.66106063
SMPDL3A,0.65790164
LENG8,0.6559552
NBPF10,0.6524452
GOLM1,0.6524452
PPP2R2B,0.652158
GPR173,0.6520942
SOX6,0.6517432
ZNF717,0.650052
DUSP18,0.6497967
TNIP1,0.6487118
KISS1R,0.6480417
ZNF500,0.6462229
JAM2,0.64561665
LINC00899,0.6454571
H1F0,0.64513797
CCDC88A,0.6412132
DNAJA1,0.64089406
WDR6,0.63936245
PCBP1,0.6392986
NOP56,0.63661826
YIPF4,0.63524616
SMARCA2,0.6343208
AC132872.1,0.63361883
SASH1,0.6318957
AL591846.2,0.62784326
TTC14,0.6255458
ZNF24,0.6245247
ZFHX2-AS1,0.62296116
ADCY5,0.61967456
PSMC3IP,0.6187811
ZNF493,0.6186535
ZNF501,0.6167389
PACSIN3,0.61549443
ABHD17B,0.6147605
FCGR2B,0.6139309
FANK1,0.6138671
METRN,0.61198443
ZNF791,0.6117292
DOK5,0.61067617
CCL8,0.608634
WAC,0.6037838
PTPRU,0.6013587
RAB37,0.59969944
AC091932.1,0.59931654
SYT11,0.5980721
XPNPEP3,0.5954555
BOD1L1,0.59264755
ALAD,0.59019053
CEBPZ,0.59015864
LCN10,0.5873506
TADA3,0.5871911
AP002360.1,0.58652097
PIFO,0.5854999
AC107021.2,0.5836811
TMEM254,0.5826919
TNPO2,0.5793415
GPR155,0.57924575
SLC44A5,0.57761836
FAM172A,0.57723546
SLC1A3,0.5759272
DNHD1,0.5755762
RAB3GAP2,0.5753209
AC016924.1,0.57500184
UBE2R2,0.57449126
SLC7A10,0.5732787
SLC33A1,0.57174706
CCDC47,0.57024735
ANGPTL4,0.5698006
USP8,0.56913054
GINM1,0.5686519
BAIAP3,0.5686519
ARHGAP5,0.5685881
HMGN5,0.5673117
DHX36,0.5658758
NEGR1,0.5655567
TNRC6A,0.56501424
ZNF391,0.56459945
FMNL2,0.56335497
GLIS3,0.55872816
DDR2,0.55824953
ACLY,0.55821764
LINC00894,0.55671793
S100A9,0.5557606
PKNOX1,0.554931
SLC41A3,0.5520592
TAFA5,0.5518039
LCN8,0.5512934
UAP1L1,0.550719
GYS1,0.5496979
TAF4B,0.5495064
SPG21,0.5491555
RGS22,0.54781526
ARF6,0.5457731
ZMIZ1,0.5448796
AC027031.2,0.5442734
CCL27,0.5440181
C4orf47,0.5433799
AL049838.1,0.5426141
LAMTOR3,0.54258215
TMCC1,0.54156107
AC018809.2,0.5414973
FAM133A,0.54143345
AL355377.3,0.54031664
SF3A1,0.53680664
TYMSOS,0.5362642
AL592183.1,0.53620034
ZNF665,0.5358813
LZTFL1,0.53514737
KCNA2,0.53470063
AP001412.1,0.5341582
AC015912.3,0.5322436
FBP1,0.5319884
GNE,0.53052056
S1PR2,0.5304886
MLLT1,0.5300738
EI24,0.5296909
CRYBG1,0.5287336
QSOX2,0.52841455
LILRB3,0.5282869
BZW1,0.5272339
PRELID3A,0.527202
AC093627.5,0.52707434
USP54,0.5242025
ZNF510,0.5239792
COL11A1,0.52203274
RAD54L2,0.51963955
SMU1,0.5190652
LINC02018,0.51839507
ZNF827,0.5177888
PIWIL2,0.5149489
TFAP2A-AS2,0.5111198
UBXN7,0.5097158
CCL28,0.50946057
PPP2CB,0.5086947
YY1,0.5080565
CHD7,0.50559956
DIPK1B,0.5053443
LINC01550,0.50314254
THAP2,0.5013237
CRLF1,0.5008451
TRIM47,0.49899435
C10orf90,0.49857953
ECHDC1,0.49609062
CDCA2,0.49519718
AC245014.3,0.49159145
PRRC2A,0.49149573
SMC5,0.49060225
AL161729.4,0.48993218
ERBB4,0.4897088
TBC1D32,0.4896769
CSPP1,0.48916635
RAMP1,0.48817718
DNAH2,0.4879538
PCGF5,0.4876028
UBALD2,0.4876028
CKMT2,0.48693272
CR1,0.48667744
ANKHD1,0.48642218
ANAPC16,0.48524153
L3MBTL4,0.4846991
RGS20,0.484029
GDNF-AS1,0.48252925
GAS1RR,0.48252925
CPEB1,0.47968936
OSER1-DT,0.47965744
CHD2,0.478764
SLC44A1,0.4785087
AL138762.1,0.47745574
SPAG4,0.47684944
LYRM1,0.47496682
RTN4RL2,0.47477534
CAMLG,0.4742648
EIF3D,0.474201
PALM3,0.47340328
HDGF,0.4721907
ACTN2,0.47171208
PHB2,0.47164828
GABARAP,0.4713611
GNAL,0.47059527
TOGARAM1,0.467883
AC108134.2,0.46734053
KCTD8,0.46635136
PHYHIPL,0.46593654
DUSP3,0.46462828
MEIS2,0.4639901
PSEN1,0.46389437
ZNF600,0.4634157
CCDC173,0.46319234
ADRB1,0.46309662
FAM102A,0.46280944
MSANTD3,0.46271372
BRD3OS,0.462618
NTN5,0.4622989
SCN1B,0.46217126
DM1-AS,0.46185216
SGMS1-AS1,0.46076727
SLC16A10,0.45993763
AL121820.2,0.45882082
LIPT1,0.45764017
AC024560.1,0.45754445
ERICH2,0.45751253
CETN2,0.45732108
TTC32,0.45732108
WNT7A,0.4567148
OSGIN1,0.4559171
ANKAR,0.45572564
AC006115.2,0.45502362
POGK,0.45400253
RBPMS,0.453843
SCN1A,0.45339626
SOX21,0.45237517
CCL3,0.45196036
SIAH1,0.45151362
RAB5A,0.45132217
TMEM87A,0.45068398
EPDR1,0.44972673
TOB2,0.44915235
BCL2A1,0.44876945
SPPL2B,0.4483227
LINC02609,0.44781217
DCP1A,0.447525
SPDL1,0.44525945
SLAMF9,0.44500417
MME,0.44398308
ADHFE1,0.44344065
MARCH6,0.44344065
FBXO27,0.44302583
MT2A,0.44238764
AC126283.1,0.44206855
AC234582.1,0.4419409
MTF1,0.44111127
SLC6A11,0.44101554
CSKMT,0.44095173
TRAF3IP2,0.44091982
AC006001.2,0.440856
CA10,0.44053692
RAP1A,0.440505
WDR93,0.439803
AC016168.4,0.43696308
LRP2,0.43543145
ZNF77,0.43501663
MYCBPAP,0.434889
C21orf62-AS1,0.43472946
