gene,score
FGL2,5.8337617
GAA,5.831459
GPAA1,5.796894
IGLC2,5.7924037
ANKH,5.7907734
PECAM1,5.7851243
CRIP1,5.7799215
PSAP,5.772192
P4HB,5.6561804
CD276,5.6311364
RAB34,5.6193275
CD151,5.6109724
GSDMD,5.6034164
TGFB1,5.5972743
CD163,5.5954905
GRIK3,5.57943
CD63,5.483323
XIST,5.478213
RGS5,5.476395
ENPP2,5.4730067
IGLC1,5.4569945
PLXND1,5.4558706
FMOD,5.4485984
LGALS9,5.4384394
TCIRG1,5.435974
MYO1F,5.43156
COL6A3,5.423376
MICAL1,5.3931403
CEBPA,5.367985
STAB1,5.333004
MGAT1,5.326608
MRC2,5.3193336
ANK2,5.312932
HCLS1,5.302471
ARHGDIA,5.302096
NECTIN2,5.2956786
PIGQ,5.282162
INAFM1,5.2811604
RIN3,5.27596
NAA10,5.2751307
PODNL1,5.2722545
TAPBP,5.2683935
TWF2,5.2655435
ARL6IP4,5.2559366
RAMP1,5.2368803
EHBP1L1,5.176964
RHBDD3,5.1653395
ANKRD13D,5.155372
SIPA1,5.1526585
NID1,5.1453924
ITGB2,5.1446204
TMEM160,5.139962
CFD,5.135058
ELOB,5.134657
ITGA3,5.122033
DNM2,5.120565
CFB,5.113442
P3H3,5.112345
CCN2,5.111998
AXL,5.096865
TPGS1,5.0745974
PTPRC,5.0600467
H1FX,5.0463295
MVP,5.0341477
SELENOO,5.0287004
SIGIRR,5.024223
RHOC,5.0229225
LTC4S,5.016325
IGFBP3,4.997924
ARFGAP1,4.9900517
CCL19,4.9608326
SFRP2,4.958505
ACKR1,4.9468484
MBOAT7,4.928544
NAPRT,4.91886
SLC43A2,4.9167137
CSF3R,4.907158
COL10A1,4.8975706
PLCB2,4.893554
C7,4.884831
S100A6,4.88465
CPXM1,4.866908
SMG9,4.865835
ABCA7,4.862004
JOSD2,4.8572497
COLGALT1,4.8313813
ITGBL1,4.820165
TMEM158,4.816685
CCDC85B,4.8147907
IFFO1,4.8101554
ELN,4.801056
PPP1R14A,4.796375
MDK,4.7935476
IFI27,4.7878222
PCOLCE,4.7820024
CLEC7A,4.775274
COL9A3,4.775051
MS4A7,4.774774
PTPA,4.757738
ENPP1,4.7511826
LIME1,4.7511477
H2AFJ,4.748631
CPVL,4.7423534
GRAMD1A,4.738136
TIMP3,4.7235265
ARRDC1,4.7078195
RPS6KA4,4.6922517
MMP2,4.674162
ISG15,4.671681
CHPF2,4.6605973
SEMA6B,4.6549535
INTS11,4.6363034
POLD4,4.6329618
RPS6KA1,4.631315
SUSD2,4.6284738
SCO2,4.6238246
GRASP,4.6218863
MCRIP1,4.6153884
SAP25,4.6059446
VAMP5,4.5945315
TMEM176B,4.587595
ATP2A3,4.5787783
PIGT,4.577607
COL15A1,4.575834
TRPM8,4.5572643
COLGALT2,4.556125
LOXL1,4.544228
KCNF1,4.53249
ADIRF,4.520825
AKT1S1,4.515818
CCDC88B,4.5071697
SLC20A1,4.5014358
RCN3,4.4966683
TLE5,4.457928
LAMB1,4.4535437
FAAP100,4.4517126
DUSP23,4.4507318
THBS2,4.446631
TRABD,4.438418
LAMA5,4.433731
SHC1,4.4316854
RABL6,4.4231434
NDUFV1,4.4211984
SCARF2,4.419094
RGS1,4.414848
ARSI,4.4129066
TMEM119,4.4068832
IGHM,4.4067807
IFITM3,4.4041777
CHRD,4.4024324
MLC1,4.4019823
RNASE6,4.4008517
BOP1,4.399855
ITGA10,4.3996835
TMC6,4.3980656
LSP1,4.397573
CIITA,4.394052
NR2F2,4.3922033
FCER1G,4.391201
RASAL3,4.3906155
CNPY3,4.3741746
RHBDF2,4.35948
VASH1,4.3545847
ZGPAT,4.3545685
SLC29A1,4.339617
SLC12A9,4.337901
CLDN11,4.333226
MFSD12,4.328901
MFSD3,4.3287377
UACA,4.323318
G6PD,4.323097
ITPRIPL2,4.317121
TNS2,4.313066
TBC1D10C,4.3102345
UNC93B1,4.3076477
FZD7,4.3032207
TRAF4,4.3026466
CD68,4.3020134
FAM234A,4.2908254
MDGA1,4.286895
CTSS,4.280071
FBXW5,4.2647624
COL9A2,4.264703
IFI35,4.2643523
STXBP2,4.2642384
C4orf48,4.2553124
SMOC2,4.236371
GRK2,4.2341537
CYTH4,4.2207303
CMKLR1,4.2203183
ZDHHC1,4.2165813
TMC8,4.210858
PRRC2A,4.2053647
VARS,4.178712
INF2,4.1769257
CCDC130,4.1767244
CHID1,4.1764607
RBMS1,4.169978
COMP,4.1693254
BRAT1,4.16719
NAXE,4.1615543
ABI3,4.156984
TRAC,4.1500845
PXN,4.145492
NCOR2,4.1297936
SLC27A4,4.1288495
ZSWIM8,4.128643
ARRB2,4.1273437
TLR7,4.1231856
IL7R,4.122139
CD2,4.1189685
ARHGEF1,4.118132
PTGES2,4.116645
FBN1,4.1110754
CHRDL1,4.106658
ADORA1,4.106465
ARRB1,4.103776
PLEKHM2,4.098609
MED16,4.092866
LTBR,4.091431
ARFRP1,4.090809
MTG1,4.0867796
GPR34,4.086756
MIA,4.085752
TPM2,4.0839148
RHOT2,4.081747
PHC2,4.0805836
SCPEP1,4.077499
LILRB4,4.076765
OLFML3,4.070992
P3H1,4.064719
CAPN5,4.052071
SLC44A2,4.0469165
PLAC9,4.043726
MYO9B,4.040554
APOC2,4.031139
ABCB8,4.029047
NAT8L,4.0279274
PPM1F,4.0262594
HES4,4.0222683
RNASE1,4.019083
FXYD5,4.016858
NIBAN2,4.005023
RAMP3,4.0044785
ATP6V0D1,4.0006366
CES1,4.0004497
NAA38,3.9964645
PSMB9,3.9945006
INPP5D,3.993511
TMEM265,3.9918818
EVI2B,3.9901845
SLC49A3,3.9859717
AC004687.1,3.98377
SPI1,3.9696515
ACTA2,3.9674473
AP1B1,3.9488626
FRZB,3.947942
NDUFA13,3.9428613
CX3CR1,3.9426475
ITGA1,3.9389522
CLUH,3.936814
GBA,3.934653
FHOD1,3.9336245
FAM20C,3.9328394
AHNAK,3.928736
CAPG,3.9273224
AOAH,3.9234638
PML,3.921964
NELFB,3.9077008
HM13,3.9058123
FYB1,3.9029658
CD37,3.9008658
WASHC1,3.8978639
STARD3,3.8877623
TNFRSF14,3.8786533
RFNG,3.8783188
CD52,3.870149
JAML,3.8675618
WIPF1,3.8640003
TNFSF13,3.859809
NCLN,3.8574955
SERPINH1,3.856172
MTRNR2L12,3.8486176
PPP6R1,3.8471959
SASH3,3.8430557
COL5A1,3.8273728
MYO15B,3.825769
CSK,3.8239152
UBA7,3.8181798
OTULINL,3.8139918
MYDGF,3.813466
VPS28,3.8104622
MYL6,3.807229
ARPC1B,3.8067577
GMPPA,3.803638
GRIK5,3.7994401
TMEM63A,3.798126
MS4A4A,3.7947533
TAGLN2,3.7920845
ODF3B,3.7917798
ACTG2,3.7780542
LMF2,3.7751591
VPS9D1,3.774506
TINAGL1,3.7741976
TSPO,3.770906
SELP,3.758429
IL32,3.7527404
IER5L,3.7501764
ADAMTS10,3.7452428
CD248,3.738498
COX7A1,3.7343414
KCNN4,3.7329412
LAIR1,3.728515
UTRN,3.7204475
GIMAP5,3.7158036
POMGNT1,3.7132006
GRINA,3.7097957
TRBC1,3.705656
SIGLEC10,3.702401
ARRDC2,3.6953857
RTEL1,3.6927996
ECM1,3.6923392
SLC15A3,3.6893792
LMNA,3.688164
IDUA,3.6807985
G6PC3,3.6794565
CD4,3.6718287
TMEM259,3.6683953
CLEC12A,3.6681569
ZFAND2B,3.6680577
PLA2G15,3.6670136
MMP15,3.6662724
NRIP1,3.6637504
ITGA11,3.6614866
FSTL1,3.6513245
CEMIP,3.6469967
MAP3K11,3.6463225
SEMA3C,3.6400495
STAT2,3.6356707
SERPINA1,3.6350107
BCAR1,3.6323493
MS4A6A,3.6238248
DIPK2B,3.6149945
IL16,3.61428
SNX22,3.6077836
SLC19A1,3.5974915
PHLDA2,3.589109
ADAMTS2,3.5806537
AGRN,3.5800974
TEDC1,3.5739975
CLN3,3.5708795
ATG16L2,3.567711
TMEM161A,3.5522506
CYHR1,3.5517628
CRIP2,3.5482697
GMIP,3.5361598
EXTL3,3.5334976
TMEM205,3.5257134
RPS9,3.5203
ARSA,3.5191255
RIN1,3.5147767
SUN2,3.5140805
CD302,3.512158
SPN,3.5116093
SERINC5,3.5098758
ANKS3,3.5098033
CD86,3.5080414
EGLN2,3.5017009
LEF1,3.501041
EFEMP1,3.499779
CHD3,3.4986243
FBXL6,3.4908113
KLF16,3.4879272
PRAM1,3.4852731
TRBC2,3.4849088
SLC25A11,3.481121
CTSH,3.4809203
IRF3,3.4713302
KCTD12,3.4681363
CD6,3.4663966
IRF7,3.466244
SLC22A18,3.464583
PLXNA1,3.4634993
TSPAN4,3.4633424
CCPG1,3.4618351
CAVIN1,3.460106
TMEM8A,3.454038
PAXX,3.4510055
MPZL2,3.4449646
HYAL2,3.4442205
LAMA2,3.4390376
MVD,3.4352944
B4GALNT1,3.4327917
APOL1,3.4316747
A4GALT,3.4297915
SLC52A2,3.427444
TNFRSF6B,3.4268944
PSMC3,3.4237342
MYO1C,3.418311
NFKBIL1,3.410678
UBTF,3.4085212
ITIH5,3.4078338
PCED1B-AS1,3.4006186
AGPAT2,3.3967173
CD53,3.3955193
COL8A1,3.394452
APRT,3.392948
SLC40A1,3.392189
SYNPO2,3.3915555
ENTPD1,3.3903737
BMP1,3.3860896
ICAM2,3.38407
DOK1,3.383467
SUPT6H,3.3832924
PITPNM1,3.3805354
UNC5B,3.3763342
MT-ATP8,3.3625672
ITPKC,3.3622875
SCAMP2,3.3595335
PNPLA6,3.3586886
GPSM3,3.3570788
SCX,3.3515906
HIC1,3.3506145
PDGFB,3.3502533
MROH1,3.3498852
LCAT,3.3488383
CD7,3.3439195
TMEM132A,3.3429961
ABCA2,3.3400812
TMEM229B,3.3399544
CDC42EP5,3.3388624
SLC2A4RG,3.338831
NRXN3,3.3376827
TMEM109,3.331988
LAYN,3.3261402
IL4R,3.3230906
FUOM,3.322876
B4GALT1,3.3202353
IL13RA1,3.319419
HGS,3.3190925
WDR81,3.3180108
FASTK,3.3169568
SOX18,3.3132608
MAP7D1,3.3117206
NOSIP,3.3105814
SCAMP3,3.3104415
APOBR,3.308947
LYL1,3.306051
THEMIS2,3.3028831
RRP7A,3.2993762
DTX2,3.2991166
ENTPD6,3.2974434
PYCARD,3.29617
LPCAT2,3.2937317
BSG,3.2932234
PODN,3.292955
AMDHD2,3.2906563
SRPX,3.289459
PLXNB2,3.2837408
RASSF7,3.2698352
LCK,3.2667987
SYMPK,3.2603786
OGFOD3,3.2550557
NARF,3.2536411
FAP,3.252427
NDUFA4L2,3.252282
CC2D1A,3.252181
IRF8,3.250095
RHPN1,3.2447686
TSPAN9,3.2424748
PPAN,3.241397
APC2,3.2396338
TRADD,3.2371242
FMNL3,3.236713
GP1BB,3.234856
CCM2,3.231643
RAMP2,3.228507
PRG4,3.2281187
EHD3,3.2207234
PACS2,3.2173443
PTGIS,3.2164848
CD300LF,3.214046
TAZ,3.2132282
DIS3L2,3.2120683
JCHAIN,3.204291
PIK3CD,3.202921
PARVG,3.2008052
TFAP2A,3.1932774
PDLIM4,3.1919155
NOTCH3,3.1795838
PSD4,3.1793118
TPRN,3.1778502
RABAC1,3.1766412
CERCAM,3.174302
EMB,3.1724966
TRMT2A,3.1698644
NCF1,3.164432
PRR7,3.1631153
RNF166,3.162761
LRRK1,3.1627216
ARHGAP27,3.1611295
CD93,3.1608608
ARHGDIB,3.1606603
SH3TC1,3.1499288
MED15,3.1457994
SLC9A5,3.1400652
GMFG,3.1383822
TBXAS1,3.1339567
ATP5F1D,3.130974
ITGAX,3.125938
C1QL1,3.1241045
ATP6V0C,3.1188362
SLA,3.1175482
SH3BP1,3.1159673
IL18,3.1103652
BCS1L,3.1082056
SDSL,3.1081963
CD3E,3.1073012
RARG,3.098872
INMT,3.097968
ANTXR2,3.0965633
SPOCK2,3.0953538
DENND6B,3.0940983
MRPL12,3.0934398
SIGLEC8,3.0929916
MMP28,3.0903692
CD59,3.0880709
CD69,3.0805378
PLTP,3.080462
LDLRAD4,3.0783887
SHROOM1,3.0756328
ANTKMT,3.0749702
TNK2,3.0712476
DEF6,3.069989
USP5,3.063204
PLPP2,3.062985
MRPL28,3.058641
LIMS2,3.056713
FCGRT,3.055513
LZTR1,3.0549533
PGGHG,3.0541945
HAPLN2,3.052294
MARVELD1,3.0519974
EMILIN2,3.0436494
ZDHHC18,3.042473
P3H4,3.0415418
ERCC2,3.0385277
ACADS,3.0383554
MPEG1,3.0360248
CTSZ,3.0346935
NOS2,3.0346744
PKM,3.0313053
RABEP2,3.0197914
CPTP,3.019403
TPRA1,3.016616
NAT14,3.0132225
TMEM173,3.0098908
FGD3,3.0097873
PEAK1,3.0012817
ZNF205,3.0004156
RGS14,2.9980514
C1orf122,2.9971783
CPM,2.995058
RNF125,2.994175
RALY,2.9866297
CROCC,2.9852931
CCL21,2.9846087
FRMD6,2.9832644
FNDC1,2.981615
TUBGCP2,2.9811697
ISOC2,2.9763274
PHLDB1,2.9724464
TRIOBP,2.9643483
GAPT,2.96381
SLC27A1,2.9604833
TMUB2,2.959843
MIB2,2.9596727
RPS11,2.9584143
ADAM28,2.9582114
SPRED3,2.957677
MC1R,2.9571638
SRPX2,2.9545581
MMRN1,2.9512725
CEND1,2.949955
LAMTOR4,2.9474542
FZD2,2.9471111
PPP1R12C,2.9432561
LEMD2,2.942817
FMNL1,2.942518
COL7A1,2.9414449
AGTRAP,2.9408667
MSR1,2.9406111
RPS6KB2,2.940424
TFEB,2.9393668
TMEM63B,2.938947
PHETA1,2.9377947
NDUFS6,2.933073
PDLIM7,2.9330704
REX1BD,2.9301624
MED22,2.9286559
RAB36,2.9274924
PLAGL1,2.9261925
LZTS1,2.9255562
ASMTL,2.9233983
DHX37,2.9224582
CLSTN1,2.9220965
ZNF524,2.921931
INTS1,2.91196
LTB4R,2.9116204
RCSD1,2.9101806
THEM6,2.9087725
BMP8B,2.9087203
METRN,2.9076695
MMP1,2.9075198
PIDD1,2.9073043
TTYH3,2.9072978
GTPBP6,2.9042318
PTPN7,2.9042184
P2RY11,2.9022777
TRMT1,2.902143
TGM2,2.9006937
ARAP1,2.899642
TSPAN33,2.8979735
RRP1,2.8950717
ANXA11,2.893956
FAM174C,2.8932953
SIGLEC1,2.8910258
LDLRAP1,2.8893583
LTBP3,2.8876307
SLC1A5,2.887318
CPNE7,2.8840494
DHX30,2.8829215
DST,2.8822267
PTH1R,2.8797824
KCNAB2,2.879731
GBP5,2.878174
ALDH16A1,2.8740466
TLE2,2.8740082
DPEP2,2.8713772
TUBGCP6,2.8687842
MCOLN1,2.8634198
TSPAN17,2.8612907
UBTD1,2.860147
GHDC,2.858584
S1PR4,2.8579304
FERMT3,2.8563292
PFKL,2.854852
ABHD17A,2.8511333
CTSK,2.8491926
SEMA3F,2.8487315
SECTM1,2.8461492
RCAN3,2.846122
ZAP70,2.8454413
CXCR4,2.8442478
SH3GLB2,2.8438869
UNC5CL,2.8428233
DOK3,2.8403075
VENTX,2.8385935
BX255925.3,2.8357513
RBMS3,2.8333652
SYTL1,2.831264
MTX1,2.829939
MAPKAPK2,2.829647
MRPS34,2.8282397
TP53I11,2.8219514
TLR5,2.8203058
CARD9,2.820255
TRPV2,2.8186922
HRH2,2.8183343
TUFM,2.8176718
LRRC32,2.81637
ALG12,2.8141415
TFCP2L1,2.8132162
MICOS13,2.8122795
ZDHHC8,2.811563
RDH5,2.8086805
NGFR,2.8051634
ITGB4,2.8044782
PPP2R3B,2.8044562
RGS10,2.801129
MYH9,2.8002622
CDKN2B,2.7985582
RNF31,2.7958424
CAPN15,2.795473
IKZF3,2.7893677
CDK10,2.7886744
MYBBP1A,2.7885993
MYO1G,2.7860892
ADCY7,2.7825143
BCL2L12,2.782105
PTP4A3,2.7762196
GDPD5,2.7724907
CXCL12,2.7714474
IGHGP,2.7672296
UBC,2.7617588
ECSCR,2.75915
HHEX,2.758843
TP53I3,2.7583086
ACVRL1,2.7575943
CD3D,2.7575073
ADGRG6,2.7554178
SKIV2L,2.7526686
CD8B,2.7526681
SYNE2,2.7516668
IGHA1,2.746265
HEXD,2.7443547
ATG9A,2.7408817
CLEC11A,2.7408335
PLCB3,2.7373974
BRF1,2.7340302
CARD11,2.722908
PDLIM2,2.7213755
FADS2,2.7202797
HIST1H4C,2.717196
SIRT7,2.716686
ZFPM1,2.715321
TNFRSF25,2.7053769
SMPD1,2.7031686
CANT1,2.703129
CD27,2.702908
C16orf54,2.7018912
C16orf89,2.7007494
MAZ,2.700139
SLCO2A1,2.696402
PWWP3A,2.6956263
CUEDC1,2.6948204
D2HGDH,2.694067
LMAN2,2.6936176
OGFR,2.6898506
ZNF692,2.6898184
FOXS1,2.6897674
KDR,2.684576
TAP2,2.6842406
IFT27,2.6831179
CCL5,2.6783433
TPCN1,2.6782768
MICAL2,2.6769254
NT5DC3,2.6763155
LRCH4,2.6762867
SNED1,2.6758375
EMC10,2.6756396
CAPS,2.6747015
MRC1,2.6731284
PADI2,2.6711714
SLC5A6,2.6699278
STN1,2.667023
CAMK1D,2.6652684
IL17RA,2.6651485
ASPSCR1,2.6623917
FCGR2B,2.6621377
ABCC3,2.6598718
LILRA2,2.6543243
GBGT1,2.653872
ITGB7,2.6538246
IKZF1,2.6527646
NPLOC4,2.6510925
PLEKHO1,2.647552
ADCK5,2.6460202
TRAF5,2.645476
FLAD1,2.644376
TOP3B,2.6441796
DOCK8,2.63881
SELL,2.6338317
TECR,2.6316943
TSSC4,2.630502
SUSD3,2.6291776
GPC3,2.6280406
ROM1,2.6269526
TCF4,2.6258314
PXDN,2.6240907
TMEM59L,2.6209865
PILRB,2.6199799
ELOVL6,2.6187716
PIK3R6,2.6174214
SLC8B1,2.609579
STK10,2.609527
ZMYND15,2.6085844
FOXP4,2.6074774
RGS12,2.6061852
FLOT2,2.6032283
RPP25,2.603084
CFAP410,2.6008222
GLI4,2.598303
SAMD14,2.5966558
IGHG2,2.5944881
FAM3A,2.594361
TBCD,2.594346
FCSK,2.593901
FAM167B,2.593488
MVB12B,2.5927238
SPNS1,2.592317
UBE2S,2.5885723
DMAP1,2.588291
NACC1,2.587876
CCR7,2.587171
CDKN2A,2.5868998
GM2A,2.5837998
GIMAP6,2.5821877
MAP2K3,2.5805025
CPT1C,2.578567
FBXL15,2.5763435
LPAR5,2.5760279
EVI5L,2.5752273
DDRGK1,2.5752091
SRRM3,2.5730324
DSP,2.5708756
TNFRSF1A,2.5707335
GLCE,2.5651784
ITGAL,2.5650547
CD1D,2.5645216
HLA-F,2.5634544
DBN1,2.5609572
SLC38A7,2.5583992
TEPSIN,2.5582807
TFEC,2.557983
UBASH3A,2.5565464
STK11IP,2.5558836
TMEM208,2.5555413
C9orf16,2.5531385
RASGRP2,2.5519135
ANKRD36C,2.5518014
ENGASE,2.550709
RHOH,2.5479987
TMUB1,2.547958
MAP3K14,2.5472147
MIS18BP1,2.5462167
SPTLC2,2.5453465
PPP1R14B,2.5448973
SPHK1,2.5422046
AC005306.1,2.540777
LMF1,2.5377538
IL2RB,2.5308597
GPRIN3,2.5294228
GIMAP7,2.5292792
MAPK8IP3,2.5289583
TAP1,2.52782
IKBKE,2.5239406
GPR108,2.5218356
ADAM33,2.5214489
CTIF,2.5208514
ABLIM3,2.5205162
FPR1,2.5137541
CHADL,2.5113733
CASTOR1,2.50891
TMEM200B,2.5089023
GIT1,2.5064287
C3AR1,2.5051131
SDF2L1,2.5039291
PLEKHH3,2.50288
CLN6,2.500226
GDF10,2.4969072
SMAP2,2.4947875
LRRC24,2.4943755
LRSAM1,2.4881496
POLL,2.487297
RELL2,2.4859633
TAF1C,2.485471
GADD45G,2.4835167
GPNMB,2.4833786
POR,2.4797223
FES,2.47933
CSNK1G2,2.476166
NCF4,2.4761634
PIGO,2.4755683
ANGPTL4,2.4750583
FCGR2A,2.4727223
TMEM154,2.466474
EMID1,2.4660697
PNKP,2.4614694
RAB17,2.4603686
TGFBI,2.4601676
ABCD1,2.4590812
FBXL19,2.4582114
TOM1,2.4581962
ARID5A,2.4544168
CD33,2.4538698
IGLC7,2.453033
SIRPB1,2.4511373
CST7,2.4507859
JAK3,2.4501233
MRGPRF,2.4464502
ATOH8,2.4452388
EDN3,2.4449527
AKR1B1,2.4446416
TMEM175,2.440801
CD84,2.4388871
PYCR1,2.4288113
IPO13,2.4278123
CAMTA2,2.427412
TRAF7,2.4269354
MAN2C1,2.4257824
LY86,2.4226217
WNT4,2.4200592
ARMC6,2.4194999
TBC1D10A,2.4193664
AGER,2.4187899
KCNQ1,2.4167116
VASH1-AS1,2.4155035
CALHM2,2.4135633
CCN4,2.413271
DGKA,2.4117696
PLA1A,2.4114513
GIMAP4,2.410107
TNRC6C-AS1,2.409021
BAK1,2.4072287
AIF1,2.4059803
NFAM1,2.401955
RNASEK,2.3995788
TSTA3,2.3992944
WDR13,2.3985996
IFI30,2.3980594
MAP3K6,2.3976624
CRTC1,2.3974187
TGFBR1,2.397153
LPAR2,2.3970392
PPP1CA,2.39584
PIK3IP1,2.3952594
MYH11,2.3940907
UBOX5,2.3938355
ADGRG5,2.3923552
GLMP,2.391187
PPP1R9B,2.3892455
MAN1A1,2.3889291
GATA3,2.3886275
MRPS12,2.3882887
IFNGR1,2.3878596
ASS1,2.387512
EIF6,2.3871117
ATG2A,2.386092
KCTD17,2.385361
GTF3C5,2.384606
ATP13A1,2.384203
ATAD3B,2.383932
ZNF335,2.3825276
BTN3A3,2.3804734
SLC39A13,2.3792384
TCF7,2.378856
DGKQ,2.3769546
DNAJC4,2.37656
ATAD3A,2.3764703
COL5A2,2.37554
SLC12A7,2.3744245
SLC66A2,2.3742132
ABTB1,2.374183
ARMC7,2.3721108
KANK3,2.3713803
ERAP1,2.3704405
CAPN1,2.3698227
KLRK1,2.3635585
SLAMF8,2.362592
ZBTB42,2.3613813
CCND3,2.3609662
CDH4,2.3599207
EIF4G1,2.3579717
C12orf10,2.3554695
ADA2,2.3542745
SIT1,2.354241
URGCP,2.3527272
TESPA1,2.3520844
MEGF8,2.3487256
BCL11B,2.3478112
MIA2,2.3464043
FLYWCH1,2.3454256
LRFN4,2.345208
CADM4,2.3432412
TFF3,2.3410165
LAMB3,2.3389962
TCF25,2.3377235
DSE,2.3367145
COL14A1,2.3358383
ITK,2.332028
ALOX5,2.329274
IGSF6,2.3275938
P2RX6,2.3272698
SLC39A3,2.3262331
TRIM14,2.3236966
FCHO1,2.3227172
POLD1,2.3221009
PYCR3,2.3132358
MGAT4A,2.3129613
TFPT,2.3097355
TRIP11,2.3096442
CRYBG1,2.3070583
TOMM40,2.3030398
VPS18,2.302498
DGCR6L,2.3024092
LAT,2.3023179
LOXL2,2.3022594
DUSP22,2.3015754
THAP7,2.3014035
GPR162,2.3012874
HCP5,2.3008194
PGF,2.2983742
TMEM121,2.2981713
GAK,2.29731
PRKD2,2.2969036
DGAT1,2.296647
FMO3,2.2966437
MAF1,2.2955685
SPATA20,2.2951903
PTPN22,2.2950501
SH2B3,2.2938702
GNG11,2.2938273
SFI1,2.2925298
FHL2,2.2909358
CPSF1,2.2903373
CHST6,2.2888405
PDIA4,2.2858226
TNIP2,2.2852437
PKP2,2.283692
GIMAP1,2.2833927
MGMT,2.279556
LILRB1,2.2754617
CD247,2.2741482
ST6GAL1,2.2732701
PSMB3,2.273177
POMT2,2.271555
ST6GALNAC4,2.2712383
PRDM16-DT,2.2710817
AC006058.1,2.2698913
LRP10,2.269102
NUDT22,2.2687023
DDR1,2.267509
GSTP1,2.2674305
NUBP2,2.2670536
MVB12A,2.2666767
RGS3,2.266011
KLHL6,2.265371
TLR3,2.265089
CD5,2.2634437
DAGLB,2.2629914
KCNIP4-IT1,2.2621815
SARM1,2.261378
MAP1S,2.2609346
OLR1,2.2587264
MIA3,2.2569895
CCL22,2.2554307
EDC3,2.255291
CIAO3,2.255099
ICOS,2.2539113
NLRC5,2.2516916
HOXD9,2.2515345
HYI,2.251129
ROGDI,2.2499037
ABHD15,2.2494283
DKK2,2.2477524
MIIP,2.247008
