gene,score
C1orf61,7.2772965
PRDX1,7.2724314
OMG,7.2474055
NID1,7.246936
ZDHHC22,7.241059
PAXX,7.2232766
TYRO3,7.218906
TSPAN3,7.1879992
EMID1,7.187483
NSMF,7.1759157
ITGB2,7.1439877
MYBPC1,7.1376905
CHST7,7.136437
NCAN,7.121
DPP7,7.08333
AGT,7.0552125
HCLS1,7.051508
PHLPP1,7.0316596
IFNGR1,7.0291743
PLXNB1,7.0190835
CDC42EP1,7.0183387
RGS1,7.006062
STAT6,7.0029945
GPR162,6.9930916
CHRDL1,6.988548
ADAMTS10,6.971109
BGN,6.9651318
FSTL1,6.944467
SLC38A3,6.9365177
AXL,6.927282
FAM3C,6.9218593
TNS1,6.9080205
SRPX,6.89322
STIM1,6.886118
PLAC9,6.8703284
CYB5R3,6.8691435
HTRA3,6.867857
VASH1,6.859372
TENM1,6.8520627
SPEG,6.8366847
ABCA8,6.8285704
IGFBP6,6.8190045
PLVAP,6.816327
NGFR,6.802383
GNAS,6.7965374
TINAGL1,6.7890058
SESN3,6.7849
INF2,6.768482
GAS6,6.7596955
TPBG,6.7577
PTOV1,6.7477784
CPVL,6.7252426
CTNNB1,6.7183733
ASPN,6.7154365
SPOUT1,6.711456
IGFBP7,6.709436
KLF9,6.6943755
TMSB4X,6.6909385
RAMP3,6.6855383
SH3BGRL,6.6776505
TYROBP,6.650579
SOBP,6.6384745
C2orf80,6.632874
SFRP1,6.6174645
PDGFD,6.6146216
OGT,6.6036053
SERINC5,6.593815
PON2,6.5916276
PEAK1,6.5798984
GLG1,6.549529
MT1F,6.544583
RBM5,6.5097256
B4GALT1,6.5054836
EGLN2,6.489561
USF2,6.481572
COL5A3,6.480849
TGFB1,6.478946
GABBR1,6.4775643
NRIP1,6.4684644
ANKRD65,6.4431148
PBXIP1,6.442017
PPP1R14A,6.4344444
TPM2,6.434236
RHOC,6.4281206
SRGN,6.420691
BTN3A3,6.4143333
HLA-DQA1,6.3933325
TANC1,6.388772
MS4A6A,6.347561
ANXA1,6.3428464
GATM,6.3332157
SELENOM,6.3271365
PAQR6,6.326917
RIN3,6.312163
CIPC,6.296831
CPNE5,6.295063
SPI1,6.2943225
ELOVL2,6.2769976
RGS3,6.2626095
CDIPT,6.261981
XIST,6.2612114
RGS12,6.260839
AL049840.5,6.254773
LAPTM4A,6.253502
LMF2,6.253411
LINC01268,6.235586
SYMPK,6.2319503
FGL2,6.2257957
CFD,6.217093
MMP14,6.2103844
PTPA,6.2054744
CTDSP1,6.200397
HES6,6.19055
BDH2,6.1881137
SRRM2,6.1860604
SNRNP70,6.183457
ABCB9,6.183319
NOTCH2,6.182983
TYMP,6.1816373
ETV1,6.181157
PHLDA3,6.179565
CEMIP,6.1733246
FRZB,6.1665845
UACA,6.151185
NAGK,6.1373844
HIP1,6.130649
GRN,6.128908
RFTN2,6.1244636
COLGALT2,6.122253
CRISPLD2,6.1150613
RNASE6,6.111428
ARHGAP4,6.095836
ACKR1,6.093928
ITIH5,6.084004
CD302,6.079302
DHRS13,6.06506
PDK2,6.0623703
AQP1,6.060536
ACTA2,6.0478997
PARP10,6.0433655
SHISA6,6.041602
RABAC1,6.0412717
SORCS3,6.0355163
PREX2,6.0340886
CDC42EP3,6.031856
ITGA11,6.0272326
GPS1,6.0223756
CMTM3,6.022018
TREM2,6.007551
NSUN5,6.0054345
FYN,6.0031905
CERCAM,6.0011997
CD37,5.99678
TPGS1,5.9950533
NES,5.9922624
ANXA6,5.9817815
TSPAN4,5.978552
C1QC,5.9673038
ZFP36L2,5.9663057
LAMA4,5.965143
CAVIN2,5.9611382
COL6A3,5.954762
SNX1,5.95428
TNS3,5.952118
UNC93B1,5.9492393
MTUS1,5.9428825
BCAM,5.921991
PLPP2,5.921436
SLC29A1,5.9144387
FCGRT,5.893601
NTN4,5.8919134
ITGA6,5.885939
ARHGEF1,5.883659
PTDSS2,5.8827395
CNPY3,5.8718367
CD14,5.8700304
F2R,5.864419
ACSBG1,5.853143
SELENOO,5.848562
ZCCHC24,5.8469515
SH3GLB2,5.8412666
SLC12A9,5.832312
LMO1,5.8274574
DSE,5.8265505
LIMS2,5.825306
DCHS1,5.8244867
PIM3,5.816695
CEBPA,5.7883873
EPB41L2,5.7878056
SCAND1,5.7863445
SLC40A1,5.78334
JMJD1C,5.7788887
IL10RA,5.778625
ESAM,5.7665915
GBA2,5.761705
PALM,5.76149
DCLK2,5.751586
LAMA5,5.726913
CELF2,5.7257805
RGS5,5.722132
PRRC2A,5.7176633
SIRPA,5.710317
CNDP2,5.692447
TMC6,5.6904907
MICAL1,5.660687
B3GAT1,5.657408
AHNAK,5.652751
FAXDC2,5.645201
LAMB1,5.637186
SPSB3,5.6314535
SOX18,5.631325
MIGA2,5.626887
SFRP2,5.624624
GLDC,5.6162477
COLGALT1,5.6137424
TNFRSF21,5.596456
ATP1B2,5.5915785
RGL2,5.5902524
CAVIN1,5.589105
PLD4,5.575295
DEPP1,5.5734854
CPEB2,5.571067
ARHGAP26,5.5651016
SNTA1,5.5623493
SPRY1,5.5590615
PLEC,5.5552263
TBC1D13,5.5477195
C7,5.540069
CLCN7,5.5358605
PER1,5.5277205
SELPLG,5.523956
PDPR,5.509725
CMKLR1,5.5087576
PSEN1,5.50019
ADAM33,5.497971
SYNPO2,5.4936323
WASF2,5.4881716
KAT7,5.484953
SCAMP2,5.4784536
ERF,5.477959
PFKFB3,5.471137
RAB5C,5.465885
ADCY1,5.465872
KIFC3,5.465304
CNP,5.4573874
PLEKHG3,5.45615
FHL2,5.4438586
ARRDC2,5.4347982
HEPH,5.4312525
MRPL41,5.4302964
SHANK3,5.429468
ARSI,5.4285636
BST2,5.4163013
BMP1,5.4109535
ADI1,5.4109526
COL23A1,5.408903
CX3CL1,5.4065013
PPFIBP1,5.4019194
POMT1,5.3996925
IGHG3,5.396345
ZBTB20,5.394987
CYTH2,5.3938475
FCGR2A,5.3831306
ASCL1,5.3812914
EXTL3,5.3810153
TMEM132A,5.3800387
MEGF9,5.3756723
WDR81,5.3710456
TRABD,5.3702683
USP53,5.3695316
SELP,5.3687344
RNF213,5.3624315
CLEC14A,5.3609343
CTSK,5.3585005
WFS1,5.354285
ZNF219,5.353425
AGPAT2,5.352524
HLA-DMA,5.343169
ABCB8,5.3390927
CALD1,5.3282733
LY6E,5.32665
LRRC3B,5.3110633
VARS2,5.30916
COL4A2,5.3058243
CDCA7L,5.3037477
EPHB4,5.3035245
FOXRED2,5.2996106
TBC1D2B,5.2952147
SCAMP4,5.2928042
ETHE1,5.287603
SAPCD1,5.284037
SLCO2A1,5.2837467
C1QL1,5.278383
TBC1D17,5.2765026
RAB4B,5.2735043
BAALC,5.2719927
SMPDL3A,5.2701883
TNFSF13,5.269779
SF3B1,5.269258
COL10A1,5.2599297
NASP,5.256426
SIGIRR,5.248208
SCRG1,5.244855
ARID1A,5.2440777
CORO7,5.2322097
TGM2,5.230121
ZEB1-AS1,5.225909
AK1,5.224564
ATF7IP,5.2208796
CAPS,5.207992
ARHGAP27,5.193689
CARD8,5.1933384
TMEM259,5.190604
WDR13,5.182922
ANTKMT,5.1823144
ATG9A,5.1794953
PIK3C2B,5.175082
ENPP1,5.166272
CYBRD1,5.165032
ENPP2,5.16368
CERS4,5.156392
TRPM2,5.1527295
PLCB2,5.1436048
GUK1,5.140387
ABTB1,5.137986
EMP2,5.1329813
SEPTIN7,5.132253
CABIN1,5.1289096
KLHDC8B,5.1236677
RHBDD3,5.1233544
ZER1,5.1202755
H2AFJ,5.112652
INPP5D,5.109245
ADGRL1,5.1071186
ALAD,5.0990887
PRRC2B,5.096008
AASS,5.090413
TNRC18,5.0902076
LTC4S,5.0878134
SMOC2,5.0774775
C9orf16,5.0745625
IFFO1,5.0730696
OGN,5.0525613
AHDC1,5.049833
EVL,5.047679
SPPL2B,5.0427303
GYPC,5.04034
PDS5B,5.0373554
GPSM3,5.035609
FAM181B,5.0315456
TBC1D10C,5.0295105
DUS1L,5.028469
LOXL1,5.0239477
RCN3,5.0210094
SLC25A33,5.016235
SULT1A1,5.015403
WIPF1,5.01188
TMEM123,5.0005126
MPST,4.9998155
PLXND1,4.9970474
AC009041.2,4.9919877
PLD2,4.989058
SNX22,4.9873266
MS4A7,4.9871087
ARRB1,4.9797025
CYTH4,4.978327
ZMAT3,4.9771295
STARD3,4.9752336
PPP1R9B,4.973355
OPLAH,4.97085
ADGRG6,4.970559
MACF1,4.970463
MYO9B,4.969072
MRPL28,4.9671845
BCL9L,4.955305
SLC35F1,4.94698
CDK2AP1,4.946933
ATG4B,4.9461913
NTNG2,4.946018
MSMP,4.944347
COX7A1,4.9427376
PLEKHH1,4.9415402
BAZ2B,4.937224
CIITA,4.926955
PMP22,4.9216065
FGD4,4.9174204
PACSIN2,4.913036
TUBGCP6,4.912326
MAPRE2,4.9059763
FOXG1,4.9032583
FURIN,4.9009523
TCIRG1,4.8985186
CCPG1,4.89775
TMEM59L,4.8936253
ITGBL1,4.8923554
GPC5,4.885975
GSG1L,4.8838015
DOCK5,4.879287
LINC01089,4.8777637
ABAT,4.877715
PIP4K2A,4.876936
PFKL,4.8737774
CTSF,4.8700566
RNASE4,4.8639097
LIMD2,4.857272
PSAT1,4.854349
MPEG1,4.8539844
DMPK,4.852953
ID2,4.8502426
SLC25A27,4.8500633
RARRES2,4.848912
TMEM173,4.848805
TMEM204,4.846967
RXRA,4.8468237
AC110285.2,4.8467584
SMAD4,4.846062
LUC7L3,4.8449206
MLLT6,4.844759
LGALS9,4.843836
COLEC12,4.8405833
LRRC32,4.839861
RELL1,4.8388634
ZNF358,4.8387065
CNTFR,4.834985
COL14A1,4.8329926
WASHC1,4.83122
ACTG2,4.8287787
ACTN4,4.8277116
AKAP13,4.82673
DUSP1,4.821368
PAQR8,4.8062315
PALD1,4.805688
C4orf48,4.803111
ROBO4,4.792746
TMEM160,4.7882237
RHBDF2,4.788028
GTF3C1,4.785319
CDH5,4.784993
GRIK5,4.7808337
DUSP23,4.7799807
TBC1D10A,4.779171
ZNF444,4.7789536
IL13RA1,4.7763605
GNAQ,4.775841
NOSIP,4.7748857
GRIA1,4.7743955
GMFG,4.7741985
SLC35B2,4.770987
TCF25,4.7704573
A4GALT,4.769043
RNPEPL1,4.764311
EDF1,4.7629786
PGF,4.7613153
SLCO3A1,4.7605395
DAB2IP,4.757868
PWWP3A,4.757313
SRA1,4.751607
ENTPD2,4.749085
SCN4B,4.7440367
C1orf122,4.743494
VAMP8,4.7400537
TRIM9,4.738697
LAPTM4B,4.730428
ALDH2,4.730366
NREP,4.7289705
CORO1A,4.727757
GIMAP1,4.7113886
PEA15,4.706107
SH3TC1,4.703745
LINC00839,4.7023077
TLE6,4.6968584
TSPAN6,4.6963167
SCX,4.692802
TMPRSS5,4.689649
PRODH,4.6892815
RBMS2,4.6869173
KDM4A,4.686695
TMEM63A,4.6758513
PCBP4,4.6700034
HSPA2,4.6576023
RASGRP2,4.649098
AC007325.2,4.64847
COQ4,4.647257
MINK1,4.645635
VASH1-AS1,4.6453323
NELFB,4.644944
EVI2B,4.6433477
KCTD14,4.6429806
CYBC1,4.641633
MICAL3,4.6409016
KLHDC2,4.634826
CYP7B1,4.6305113
SLC16A9,4.627506
ITGA1,4.6270823
NFATC4,4.6268787
TMEM8B,4.6257668
POMT2,4.6217422
GIMAP4,4.621359
FNDC10,4.6187224
WDTC1,4.6178794
ZDHHC1,4.6174417
MICAL2,4.615167
MYO1F,4.6120515
FOXD2-AS1,4.606061
CXCR4,4.60565
VOPP1,4.604185
HAGHL,4.597878
GAREM2,4.5951195
ST6GAL1,4.589763
CES1,4.588473
DNM2,4.587694
MAPT,4.584176
FRMD6,4.583091
RNF166,4.578926
ADGRA2,4.575693
EVA1B,4.575008
MARVELD1,4.571705
TACC2,4.5705466
CSF3R,4.5637035
PODN,4.5518546
LY6H,4.5416536
HLA-F,4.53979
NCKAP5L,4.5390472
GIT1,4.5375214
NTRK3,4.5373154
LZTR1,4.536063
THBS2,4.5345197
SMG9,4.5317464
ACSS1,4.527267
GRIA3,4.5249724
UCK1,4.5207267
SLC35C2,4.5197315
HIF3A,4.5197144
SEC16A,4.517344
CRLF1,4.5172415
SEC14L2,4.5151668
RNF31,4.5075545
SLC43A2,4.503932
UBE2G2,4.4946284
GAB1,4.493061
PLA2G4C,4.4903035
NLGN4X,4.48805
FGD3,4.4861856
RAMP2,4.4847794
NOS2,4.4847465
ACER3,4.480025
GBP4,4.4749136
SKIV2L,4.4743185
DAP,4.471797
ISYNA1,4.4674883
ENHO,4.4639745
CCNL2,4.457677
SNED1,4.456391
MRGPRF,4.4545465
MMRN2,4.452449
LAMTOR4,4.449911
LYL1,4.44752
SLC35D2,4.4436855
RIPOR1,4.443282
CTSS,4.4411483
CHST8,4.44092
NPFF,4.439294
ALDH4A1,4.4345555
SPG7,4.432224
CDKN1C,4.425049
ARAP1,4.419861
RGS10,4.415479
MVB12B,4.413727
CLEC7A,4.4121184
ANTXR2,4.4047003
TBXAS1,4.401819
SOX8,4.3982787
MT1E,4.396492
MFAP4,4.3947563
RHPN1,4.393817
MAN2B1,4.39327
TANC2,4.3890996
PPFIBP2,4.3856697
VAV2,4.385191
TARBP2,4.382246
SIL1,4.378683
ISM2,4.372637
PCDH7,4.372181
TMEM129,4.371494
IGHG1,4.3698106
THBD,4.369681
ADAMTS2,4.369415
PDLIM7,4.365777
ACVRL1,4.365478
GRAMD2B,4.364487
SEC63,4.3628755
GIGYF1,4.3622794
SGSM3,4.3621264
RECQL5,4.362074
CD34,4.359705
NBR1,4.3558974
TIMM13,4.3547153
FOXO1,4.351821
PHKG2,4.3518133
LGI1,4.335436
ZEB1,4.3350983
GLIPR2,4.3347197
ACCS,4.334145
LRRC4B,4.331381
MRC1,4.3290954
CCDC80,4.327356
HAPLN2,4.326167
CHD4,4.3255157
TNFSF12,4.3238215
SCARA3,4.320302
CDH20,4.320079
CHKB,4.3184443
EFCC1,4.3178396
VSIG4,4.317375
EFHD1,4.3153467
MMP1,4.314271
COL5A1,4.310186
ZNF580,4.3023944
PCED1A,4.302342
SH3BP2,4.3022723
PTGDS,4.3015275
PDE2A,4.296603
ATG16L2,4.2932506
SAP25,4.292079
FLI1,4.2911234
FAM193B,4.2871656
IL1RAP,4.2844462
NFE2L1,4.2809105
LRCH4,4.280698
GSDMD,4.2796597
MRO,4.279168
SLC16A1,4.277668
BCHE,4.2771626
DNAJB4,4.2754707
PRSS23,4.2740088
MMP28,4.273971
CXXC5,4.273222
FPGS,4.2732153
VAMP5,4.2719455
DOCK4,4.266938
FIS1,4.265159
THY1,4.263415
CACNG8,4.262671
PDGFA,4.2604237
SEMA6C,4.257399
PPP1R12C,4.251107
MCF2L,4.2508626
DLL1,4.247697
CCDC85B,4.244454
BX255925.3,4.2373466
SLC38A10,4.234985
CSGALNACT1,4.232884
PABPN1,4.228948
PLA2G6,4.22883
MGAT4A,4.225535
NXPH3,4.2202597
TSPOAP1,4.2167654
HHEX,4.2166214
DBP,4.216495
PACS2,4.21588
DIPK1B,4.214193
PICK1,4.208676
TRNP1,4.2067513
TMEM141,4.2045493
CD248,4.2029777
PCDH1,4.1976266
CD93,4.1952963
CROCC,4.189794
RND2,4.188579
BMPR2,4.183424
AL391807.1,4.182391
SELENON,4.18213
GPSM1,4.1789446
DOCK6,4.173931
MT3,4.173862
CALHM2,4.172679
AHR,4.1665516
OAS1,4.1624794
CCDC88B,4.1610785
OLFM1,4.1601925
LPCAT2,4.1592307
TMEM229B,4.1582456
TBKBP1,4.1544247
SLC18B1,4.1529536
SSBP4,4.151037
NRXN2,4.1509457
COL15A1,4.148846
DCAF8,4.145431
ABI3,4.1453123
CDK5RAP2,4.1438875
TFAP2A,4.143318
MMRN1,4.141562
AKR1B1,4.1400146
TBX18,4.13905
RASSF2,4.1344686
CST3,4.134179
LYPD1,4.134163
ARHGDIB,4.123146
CELSR2,4.1227117
CTSH,4.1224775
RNF220,4.121747
ANKRD10,4.1202335
MAN1B1,4.120179
PRAM1,4.1188974
TGFBR1,4.1133475
SLIT3,4.108683
PLPPR5,4.1031127
IL17RB,4.101606
RXRB,4.1002235
SLC9A1,4.0959287
SMARCA2,4.093407
MED16,4.0929074
KIAA2026,4.09008
GNPTAB,4.088523
CDH11,4.0861044
IFT172,4.0859604
LAP3,4.084339
TBX2-AS1,4.08237
EEF1D,4.081737
RRBP1,4.081631
WWP2,4.078822
IMPA2,4.0744605
COL4A1,4.0734797
KLHDC3,4.068665
DPM2,4.0684695
ITGA10,4.068389
SCRIB,4.068332
NBEAL2,4.0675
ZNF428,4.065848
HERPUD1,4.0654244
RABL6,4.058472
ATP6V0C,4.0558805
ASTN1,4.0520415
PTPRC,4.051351
VPS28,4.0487137
ARHGAP12,4.047545
GRK2,4.0436177
CYTH3,4.0415535
SULF2,4.0407133
PRTFDC1,4.037333
OAF,4.0364437
GLS,4.0361004
CDH24,4.033347
HIC1,4.028817
NDUFA4L2,4.0288143
MID1IP1,4.02842
TMEM176B,4.0274734
ATOH8,4.024937
PIKFYVE,4.024668
DGAT1,4.0193295
S1PR2,4.017419
HCP5,4.016843
TMEM94,4.015113
MYH11,4.013553
SORL1,4.013045
IFI35,4.0085855
CDK5RAP3,4.006874
KIAA0232,4.0045156
MYO1C,3.9999979
TP53INP1,3.9975781
MAML2,3.9938774
PPP6R1,3.993507
LTBP1,3.9931214
ARRB2,3.9921198
SEMA3C,3.9913309
FMNL1,3.9911063
FBH1,3.9904842
CDH6,3.98984
OTULINL,3.988272
RNPEP,3.9877405
ADAM28,3.9865549
SLC4A3,3.9858887
TLR2,3.9826183
PLXNB2,3.9822206
PTGIS,3.9758627
ZSWIM8,3.974914
PEAR1,3.9683084
IL7R,3.963426
VAV1,3.9628727
MPHOSPH9,3.9628322
MBD3,3.961562
ASMTL,3.9551954
PYGL,3.9518044
CXXC1,3.9498093
FCGR3A,3.9478743
RANGAP1,3.946366
LENG8,3.9396632
AGRN,3.9350295
SMARCD3,3.9345617
NPNT,3.9331427
FLNA,3.9325387
CASTOR1,3.9323728
MYL12B,3.9248495
EDIL3,3.9236922
SLC12A4,3.923054
ANKDD1A,3.9192758
CBX6,3.9189718
SURF1,3.9175916
PADI2,3.9152422
KANK3,3.914116
MAP3K14,3.9135747
CHST15,3.907953
BNIP2,3.907933
CLN3,3.9068148
CRTAC1,3.905719
EGFL8,3.9036298
RGS11,3.9015946
ABCA2,3.9001663
EHD4,3.8989158
STK11,3.8980715
NTM,3.8957298
RAPH1,3.8948162
GDPD2,3.8935618
PTPRM,3.889989
EIF6,3.8898478
TJP1,3.8872793
FTX,3.8833432
PTPN18,3.8831904
PTH1R,3.8803968
NKD1,3.8751714
P2RY11,3.8744504
GPM6B,3.8681703
FGFR3,3.866729
TSPAN18,3.8663752
KANK1,3.8647203
CXCL12,3.8642771
CD4,3.8628318
ZNF43,3.8611581
IGFLR1,3.860849
MICA,3.8592472
EXD3,3.857958
OGFRL1,3.8564863
GALNT13,3.85595
RNF146,3.8553858
CCDC14,3.8527143
ITPR2,3.8509197
SNAPC4,3.8505747
RIMKLB,3.8481107
FAM120A,3.847435
APBB2,3.8462768
SUGP1,3.8461032
P2RX7,3.8459196
FREM1,3.844981
NCF1,3.8447862
TRIM22,3.8443005
MAPK12,3.8438938
SMO,3.843362
DGKK,3.8427236
FAM234A,3.8411312
BAX,3.8401778
ACACB,3.8398771
PTK7,3.8392286
LRATD2,3.8383255
PDCD4,3.8369823
ADORA3,3.8363442
FASTK,3.8351395
ACKR3,3.8318782
ARSA,3.8318298
LPAR6,3.8318062
FOXO3,3.8295684
EMILIN2,3.8288777
SNHG14,3.8276792
IGHA1,3.8257487
SLC20A2,3.8228352
LAT,3.8168716
ICAM2,3.8120556
OSBPL3,3.8094463
GOLM1,3.8090396
SMAP2,3.8066106
COL5A2,3.8029976
LAMP5,3.8029468
GHDC,3.7972724
INPPL1,3.7943218
HDLBP,3.792728
ERBIN,3.789644
TSPAN11,3.7896378
PMEPA1,3.7877488
RUSC2,3.7868237
CAPN3,3.7863464
ABCD4,3.7847602
PRKX,3.7842891
EBF4,3.7829862
TMOD1,3.782236
LIME1,3.7803934
ELK3,3.77346
TMEM268,3.7715588
HTRA1,3.7700818
TSKU,3.7695954
TMEM201,3.7691472
NPEPL1,3.7677393
EPS8,3.7673776
IGLC2,3.7659879
TP53I11,3.7598667
FES,3.7537806
FAM118A,3.7515507
PDGFRA,3.7512796
TMEM104,3.7506232
FOXN3,3.7504153
SIGLEC1,3.7484863
MAPK8IP3,3.746601
ST6GALNAC6,3.7457693
DNMT1,3.7455578
ADD2,3.7423263
MFSD14B,3.7414458
FCGR2B,3.7414107
TNFRSF1B,3.7411869
CIC,3.741136
MKLN1,3.7398517
Z97989.1,3.7373016
PROCA1,3.73232
ALDH7A1,3.7305071
NPLOC4,3.729212
IFI44,3.727832
STX10,3.7269416
SLC16A4,3.724278
KIDINS220,3.723523
PRDM1,3.722621
TREML1,3.7208145
ADAM10,3.71693
RGMA,3.7119143
CBARP,3.7116501
APMAP,3.7111812
SPTLC2,3.7110102
MED15,3.7105918
ULK3,3.7103887
MRAS,3.708357
GPR34,3.707312
TOM1L2,3.7055452
ETFB,3.7027593
SEMA6B,3.7023468
ARPC1B,3.701665
NOC4L,3.700981
PGGHG,3.699066
CRTC1,3.697935
FZD8,3.6965697
GJA4,3.6942282
ANKH,3.6939435
PSMB8-AS1,3.692402
ARL6IP4,3.691127
REEP6,3.6904345
MFSD5,3.6892397
DST,3.6881769
HYAL2,3.6876104
PIEZO1,3.6850739
NSD1,3.6836576
TTC7A,3.6809309
PIGQ,3.6803865
TMEM120A,3.6796916
NEXN,3.67673
SCNN1D,3.6747806
NLRC5,3.6730366
SOCS6,3.672086
TMEM265,3.6718705
