gene,score
COX5A,10.708084
DPY19L1,10.699949
ADAMTS1,10.698764
FGFRL1,10.638049
GCSH,10.603609
AKIRIN2,10.592024
CXCL16,10.545483
B4GAT1,10.541374
HTRA1,10.513245
G6PC3,10.505877
SDCBP,10.487823
COX6B1,10.474795
MGP,10.466227
SMPD1,10.463212
CLCN3,10.401204
CALM2,10.393131
ATP1A1,10.36368
DBNDD2,10.330101
HYOU1,10.322651
CNPY2,10.318156
POLD4,10.3093195
ERH,10.30293
CTSC,10.284602
ATP6V0E2,10.242401
ENTPD6,10.209408
SMIM29,10.184727
HOPX,10.135775
LAMP1,10.1338
PLAAT3,10.114782
CRELD2,10.108022
HEXA,10.10449
FADS2,10.089672
SLIRP,10.08146
CHMP2A,10.075014
PRCP,10.071102
GATB,10.067214
PXYLP1,10.061911
MMP24OS,10.059943
SF3B6,10.029576
RIN1,10.014013
RPN1,9.972555
BANF1,9.96661
RPS7,9.956204
CHRD,9.937379
PDCD6,9.9244995
KDELR2,9.920019
NDUFA3,9.914733
UQCR10,9.883262
PJA2,9.878763
COX7C,9.877071
PTPN13,9.867936
GNG5,9.85235
CXADR,9.845306
PFN1,9.837929
NPB,9.820847
SORL1,9.813132
CAMK2N1,9.805638
TMEM30A,9.790563
ASAP2,9.786374
OGFOD3,9.784998
TMEM70,9.781195
NDFIP1,9.779085
MYDGF,9.771452
ATP5MC3,9.769781
FADS1,9.760719
HMGCS1,9.756608
COX20,9.753637
SLC25A6,9.735586
RFFL,9.734173
TMED3,9.691526
B3GAT3,9.685894
SEM1,9.66753
CAPNS1,9.625835
KLHL4,9.620255
GNPTG,9.615266
ELOVL2,9.609413
ARF3,9.6072445
KCNE4,9.580875
MAN1C1,9.568181
NDUFS6,9.5637245
POLR2J,9.563065
ARPC3,9.531483
DECR1,9.530257
TMA7,9.520602
LSM10,9.505579
PPP1R9A,9.500668
CD74,9.49824
TMED2,9.482015
TRMT112,9.442672
SVIP,9.43219
REEP5,9.424619
HBEGF,9.421453
PTTG1,9.410668
IFI16,9.390542
FAM20C,9.386081
PRICKLE1,9.360758
SPTSSB,9.353546
CNN3,9.325179
SLC22A23,9.324942
SLC25A18,9.323499
MPV17,9.321642
EPHA3,9.312403
ATP6AP1,9.312086
PET100,9.282309
CLTC,9.282112
NME4,9.280672
SELENOF,9.225797
ATP5IF1,9.185667
SQSTM1,9.170482
FGF14,9.150138
PSMC2,9.137287
ROM1,9.119688
HS2ST1,9.100855
TMEM132A,9.095572
SDF2L1,9.09201
PPP1R14B,9.073293
PPP1CA,9.0699625
MICOS10,9.04337
TCEAL9,9.0356
SHISA5,9.031056
CDK2AP2,9.028963
RPL22L1,9.02691
ADAMTS9,9.008314
LRPAP1,8.97111
SELENOH,8.96965
HSD17B12,8.967809
FKBP10,8.953486
ADAMTS14,8.9447365
ASAH1,8.943387
SCP2,8.942036
MRPS6,8.939596
PRR7,8.933996
ATP5ME,8.920109
GALNT2,8.91801
EIF4A1,8.908921
LAMB3,8.900055
IFITM1,8.883337
C19orf53,8.880246
ATP5MD,8.851581
REX1BD,8.82903
NAGLU,8.820476
ST8SIA4,8.809655
LIMA1,8.807316
LDLR,8.806278
TCN2,8.802607
UXS1,8.797043
MDGA1,8.790494
SORT1,8.782149
PCYT2,8.78155
ELOC,8.781197
NDUFAF3,8.77489
SCG3,8.771847
ACSS3,8.7635765
COPS6,8.748349
VAMP4,8.747828
IMMP1L,8.730982
CAMTA1,8.730145
MSMO1,8.725063
LIMK1,8.724051
SERPINF1,8.702689
UQCC2,8.694893
CTBP1,8.665724
TRIB2,8.662125
C6orf141,8.6571045
OSTM1,8.643274
DRAP1,8.62581
CNMD,8.624721
MMP24,8.6179085
MGAT4B,8.617365
PSMA2,8.610307
TRIO,8.591807
COX8A,8.57902
YWHAQ,8.57086
TRIM24,8.536299
TMEM147,8.533302
MZT2B,8.530408
IQGAP1,8.530088
UBE2E3,8.529275
CHPT1,8.523584
CDK6,8.496606
NDUFA6,8.467865
GPR153,8.464002
TMEM208,8.463015
PTPN12,8.451598
GBA,8.436062
MEA1,8.422719
PROS1,8.417623
MTLN,8.414986
PRAG1,8.405096
TP53TG1,8.3914385
GUK1,8.38807
AC021242.3,8.374384
PSMC4,8.367039
EEF2K,8.352454
LAMTOR5,8.343026
C17orf49,8.32842
GAS7,8.313954
MAN2A1,8.312243
RBIS,8.301374
C9orf16,8.286802
H2AFZ,8.270922
CFB,8.269629
TNFRSF11B,8.265027
MREG,8.253062
TUBB2B,8.188092
MRPL57,8.142364
POLR2G,8.142024
ZIC1,8.114547
PIN4,8.1036
TRAPPC1,8.101469
NDUFC2,8.096947
HNRNPA2B1,8.096399
BAMBI,8.087299
EFEMP2,8.084703
AP002387.2,8.081105
INSYN2A,8.07768
NPTN,8.075657
CALU,8.069909
OSBP2,8.066871
B4GALT5,8.031541
SEC61G,8.029763
SSBP1,8.008457
NDUFB10,7.999287
POFUT1,7.987908
MTMR11,7.968739
NOP10,7.968721
PSMB5,7.967122
INAFM1,7.965508
RDX,7.961412
ATP6V1E1,7.960548
TXLNA,7.950923
HAP1,7.9405127
CYTOR,7.9403734
HIGD1A,7.9328437
ACLY,7.9316
NDUFB11,7.9298124
GFPT2,7.926574
C1QBP,7.9157743
CLPTM1L,7.913627
LAMTOR1,7.897876
CYB5R1,7.874361
B9D1,7.873359
STEAP3,7.8722396
SEMA3E,7.8675485
MRPL40,7.852198
LIG3,7.851241
SPOCK2,7.848567
EXTL3,7.846777
PSMC3,7.8439703
FDX1,7.838819
NHP2,7.824883
PSME1,7.813011
CAPRIN2,7.8044095
PRELID1,7.800803
ARF1,7.800756
NPNT,7.8006244
SCARA3,7.799727
PPFIA2,7.7854633
RBBP7,7.783574
SEC61A1,7.7821717
YWHAZ,7.7769966
C1orf122,7.773119
ACYP2,7.7569876
ENSA,7.754809
NUCB1,7.75246
KIAA1211L,7.7512956
PTPRJ,7.743134
TBCB,7.727829
TMEM106C,7.7229633
CUTA,7.706511
C1S,7.7057395
ACOT13,7.690754
COTL1,7.679852
GPAA1,7.6768384
POMP,7.653495
TAGLN2,7.6435366
APP,7.6366906
KPNA2,7.6334376
PLOD1,7.6328444
EIF6,7.6282873
TOMM6,7.6211257
LINC00551,7.611222
MAPK1,7.6078277
BCL7C,7.601332
ALKAL1,7.592767
SLC4A7,7.576855
IGF2BP3,7.5643406
RHNO1,7.5465927
SMIM10L1,7.538312
POMGNT1,7.5334196
NPTXR,7.530012
HSPA9,7.5243382
FGF1,7.5194244
TAPBP,7.5128508
ABCB1,7.5102725
SQLE,7.5011096
GANAB,7.49985
GALNS,7.486728
AL139393.3,7.486135
ATP5MC1,7.4789762
SIPA1L1,7.4694486
DUSP6,7.4693837
RBX1,7.450993
SLC35B1,7.446843
DCLK1,7.4262776
EDEM2,7.41823
ARSB,7.4092665
TIMM8B,7.3966784
DNPH1,7.3946476
SNHG9,7.3858285
ABHD12,7.3729215
CD44,7.3705916
FH,7.3641133
AC100810.1,7.348594
TMEM50B,7.346582
PSENEN,7.3447843
SHISA4,7.3441734
MANF,7.3441067
COA6,7.3428674
TENT5A,7.3423333
DNAJB11,7.3402667
SMDT1,7.3252797
SERINC5,7.325227
KIF13B,7.320939
OSMR,7.304733
KCNIP4,7.302768
NIPAL2,7.2849874
UNC5CL,7.275773
PSMB6,7.2703876
MRPL52,7.268711
GRN,7.261352
FREM2,7.261093
TSPO,7.260537
HSD17B4,7.2588215
PPP1R14B-AS1,7.2558064
SCARB2,7.2528844
PDCD5,7.25183
SMIM3,7.2487745
IQGAP2,7.2424603
CLTB,7.236345
PSMD7,7.229399
BOLA3,7.213793
HSPB8,7.2100477
PRDX6,7.1858096
CTNNBIP1,7.170292
BAALC-AS2,7.1662936
AGA,7.1636586
EXT2,7.159777
MLC1,7.1491623
ITGB1BP1,7.1465206
TMEM179B,7.1437097
ITPRID2,7.1427207
BACE1,7.1383348
GNS,7.1364274
PSMA4,7.1330676
VWA5A,7.121308
PTP4A2,7.119497
NDUFAF8,7.118414
CIAO1,7.0994945
CXCL14,7.0979805
TMED4,7.091412
TCTN1,7.0898495
NDRG4,7.085845
PTPRE,7.0824924
COPE,7.0718856
BMERB1,7.0559344
POU3F4,7.0515394
H2AFX,7.0471897
STT3A,7.0380607
OAZ1,7.031945
FAM3C,7.024932
GSS,7.0230765
NGRN,7.019747
SNRPD2,7.018434
SNRPC,7.011231
ARID5A,7.0025754
HMGN1,6.987637
ERLEC1,6.9867682
CKLF,6.976686
GGT7,6.9732304
HYAL2,6.9692574
CCND3,6.963716
NDUFB4,6.9437494
BZW2,6.933214
PGLS,6.931885
BEX2,6.9303164
SAP18,6.9203124
AC092069.1,6.907021
MAD2L2,6.903074
DDT,6.8944044
GTF3A,6.8859787
TMEM134,6.8823113
SOCS3,6.8799224
SRM,6.8763766
CYP51A1,6.873511
BHLHE41,6.8727546
NRCAM,6.860933
PMP2,6.856161
CFL1,6.841762
RNF181,6.838393
SFRP1,6.8343835
FNDC4,6.8312826
SFT2D2,6.82971
TUBA4A,6.8214583
COX16,6.802562
CCT5,6.7940764
POU3F2,6.7904887
MRPL36,6.7844453
ZFAND3,6.780135
LY96,6.776977
SNX10,6.7732162
COQ8A,6.7721744
IMPAD1,6.767057
ARAP3,6.7659707
PLPP3,6.7558975
TIMM13,6.7482324
SSR1,6.744328
LRATD2,6.738006
TPP1,6.734922
VEGFB,6.7199636
ACTB,6.7153835
S100A13,6.7115536
IGDCC4,6.6940045
PSMD3,6.6675034
C4orf48,6.6595654
TMED7,6.648752
TRAPPC2L,6.6460543
XPOT,6.645253
MDH1,6.6361628
GSAP,6.6332235
NME3,6.6311655
CYREN,6.61053
COX4I1,6.6057653
COL6A2,6.6007524
NUCB2,6.5962605
VDAC1,6.595315
PRDX5,6.589837
PSMD2,6.573012
CLCF1,6.569312
STARD4,6.5679526
PSMD13,6.556768
SNRPD3,6.552824
BTBD11,6.548534
AP2S1,6.5445867
PGRMC1,6.5425396
PEPD,6.5404615
AMFR,6.5401444
EIF3I,6.535328
CD47,6.532148
LAMC1,6.529111
ADGRL4,6.5164337
RCN2,6.4955173
FOXF2,6.4941397
AFAP1,6.493197
ERLIN2,6.4928265
EML1,6.4886236
PLIN3,6.486897
RPA3,6.479797
CD99L2,6.479358
ACP2,6.477194
CYB5R3,6.4741297
SEL1L3,6.4725037
PGM2L1,6.471327
RNF114,6.4649467
SDHC,6.4647975
NDUFA12,6.457264
IAH1,6.45372
RAB11A,6.45085
GNB1,6.4373693
ATP5PD,6.4275417
PRSS23,6.419502
FRYL,6.4183187
ABCC3,6.388485
MICOS13,6.382383
MPRIP,6.3810797
COA4,6.3741555
PSMC1,6.3681455
SNRPE,6.363608
SNRPF,6.355584
SPRY2,6.3555713
CCDC189,6.351705
PCLAF,6.3514013
MRPS11,6.3490195
ALK,6.3488083
AURKAIP1,6.326851
MRPL20,6.3238688
SLC4A8,6.3224106
POLR2F,6.319801
LPCAT3,6.317685
SSBP2,6.3078895
GNG3,6.2940803
ELOVL6,6.2817163
MCUB,6.278535
KRT10,6.26873
UBE2C,6.266244
PTPN9,6.2542963
NOL7,6.2425795
TMEM258,6.2419243
ATP6AP2,6.240743
CIAO2B,6.2403617
INSM1,6.2356496
STMP1,6.233952
PTPMT1,6.2260437
HSD17B10,6.2219768
HSPA5,6.210556
IL4R,6.209015
COMMD4,6.205544
MRPL24,6.204962
TOP2A,6.2029395
PYCR2,6.202607
TUBG1,6.2025514
ATP6V1C2,6.1948347
SULT1A1,6.1923337
CYB5D2,6.188647
AC012146.1,6.183519
CHPF2,6.1745234
MORN2,6.1737623
ACOT7,6.171455
ICMT,6.1671486
SYT17,6.1665225
ACOX1,6.1632676
RRM2,6.163163
SRSF9,6.159484
SPCS2,6.1571755
SPATA20,6.154141
COMMD5,6.147767
TSEN15,6.1446924
TCTN3,6.1437087
C19orf81,6.1385574
ITFG1,6.135889
PEX10,6.1345134
TTC9,6.1304345
B4GALNT1,6.128068
TUSC3,6.1268854
TRAM2,6.1226287
TMEM256,6.1105323
GADD45GIP1,6.104089
KRTCAP2,6.1011405
TOMM7,6.0996356
EMP3,6.0988793
ARL1,6.0885487
TCF12,6.088347
WSB2,6.08746
FAAP20,6.084683
MRPL23,6.0833583
ZNF706,6.070367
CARD16,6.0683117
GSTK1,6.067363
AP2M1,6.0651364
RBM8A,6.0589986
LGALS8,6.0562377
SUMF1,6.054411
ODC1,6.045356
RAP1B,6.043819
RCC1L,6.0362606
GLO1,6.0272536
PSMD4,6.017434
DPYSL3,6.0143423
MRPS21,5.999439
COL9A3,5.9963317
ACSL3,5.9962
PRC1,5.9947305
UBA1,5.989981
PARP1,5.9884934
ITPKC,5.9868517
JMJD8,5.985498
DLD,5.9802256
CERS2,5.977004
PTMS,5.9738126
HNRNPAB,5.9675465
TWF1,5.9649158
RAB34,5.961987
ATP6V0E1,5.953608
EDEM3,5.9528713
GSPT1,5.952394
EID1,5.951328
PEA15,5.9419227
CLNS1A,5.9342737
ATP5PF,5.9249983
ZMAT4,5.9241586
IPO4,5.923495
ANXA5,5.923161
AC009041.2,5.916559
RPH3A,5.916494
SCPEP1,5.9049134
EMC6,5.9009132
PSMD11,5.8985634
SREBF2,5.8935094
CELSR2,5.873969
CBX3,5.870864
CLCC1,5.868038
CTTN,5.8654594
GLB1,5.8652277
TPI1,5.861554
TMEM167A,5.859823
POLR3K,5.8577886
PPP4C,5.846519
TXNDC15,5.8455176
LRRN1,5.844256
PPP2R1A,5.8432574
SMAD1,5.8315616
CCDC106,5.829842
GP1BB,5.8260136
PRMT1,5.824012
TSPAN31,5.8227572
COPRS,5.8179855
NIT1,5.8167744
VAMP5,5.803191
BLOC1S1,5.8023124
LIPH,5.7976513
STRAP,5.78339
CLCN7,5.7824607
MALSU1,5.7813196
MLF2,5.7755246
ROBO1,5.771676
S100A6,5.7712684
CLPTM1,5.765895
KPNB1,5.7601104
UBE2S,5.7601037
ACOX2,5.7585073
LAGE3,5.758011
CSTB,5.757153
ETV5,5.752922
AC008267.5,5.751882
AC011603.2,5.7506227
TPD52,5.7491674
RANBP9,5.7486978
SPCS3,5.746911
MYH14,5.7448783
CKAP4,5.7426925
SFPQ,5.7375298
IGF2BP2,5.7328053
UBE2L3,5.7325344
STIP1,5.731782
NELFCD,5.7285376
HOXA7,5.722857
DCAF13,5.7203245
JPT1,5.7109156
NEDD8,5.707291
TRIR,5.704988
ZNF771,5.69661
ARSJ,5.6950164
MRC2,5.6926885
SRI,5.68899
GRIA2,5.6867256
HLA-DRA,5.684007
PSMA7,5.6832414
SIL1,5.682775
ADGRG1,5.681628
RPL27A,5.680087
VPS29,5.676354
SDC2,5.6756535
MRPL17,5.674707
TMEM205,5.671144
OCIAD1,5.67025
TLCD3A,5.669912
DDX1,5.6691866
SBNO2,5.6568437
HLA-DRB1,5.6502914
TOLLIP,5.649026
GNG12,5.6365085
AHCY,5.63569
ARHGDIA,5.633723
FRMD8,5.627136
COA3,5.624922
GGCT,5.6247425
NDUFA11,5.615313
PYURF,5.6129436
LINC01711,5.6121187
ATP1B1,5.5994115
BCL2L13,5.5982227
ETFA,5.5926776
TTC1,5.5919023
PRDX1,5.590816
RGS6,5.5855846
HMGCR,5.578572
MPP5,5.5641437
FZD7,5.5579896
RHPN2,5.5554814
RNF182,5.5530763
RAB36,5.5516334
SIGIRR,5.5487175
PPP1R3B,5.545411
LSM7,5.5435014
UBL7,5.5396714
GLOD4,5.5395966
FUNDC1,5.538807
CHCHD2,5.535347
PSMC5,5.5263505
HNRNPA3,5.514497
LMO2,5.5055375
ANGPTL1,5.5021133
SNAPC5,5.4886875
SFXN5,5.4878535
PON2,5.487748
CA12,5.483192
HSPB1,5.480251
PPP2CA,5.4602747
SUMO2,5.4583607
FRMD5,5.451255
RBBP4,5.424009
RHOBTB3,5.419639
GPAT4,5.416956
SLC25A1,5.4165606
SIK3,5.415218
YTHDF1,5.404601
RPL6,5.397955
EMC7,5.3960032
RTKN,5.3944297
ABCA3,5.3925133
ITGA7,5.389396
ARNT2,5.3886924
EBPL,5.3868976
TMEM127,5.3861327
HOMER2,5.384775
MIEN1,5.3844204
PAFAH1B3,5.3839164
SAR1B,5.3789725
ATP6V0B,5.378959
SEPTIN11,5.3733506
DPM3,5.3685966
MYO6,5.3658934
BUD23,5.3625274
LSM4,5.359037
PIR,5.356866
COL11A1,5.3543053
PSME2,5.3464265
ABHD4,5.3322053
ACSS2,5.3307667
CCT8,5.330404
BUB1,5.326279
GATAD2A,5.320246
RPLP1,5.3132744
IL17RB,5.311019
PRR34-AS1,5.310908
NSL1,5.3078423
COPZ1,5.3048816
GDAP1,5.299445
MCHR1,5.2959285
MRPS7,5.2944827
HSBP1,5.2940774
ZFAND6,5.293797
SNRNP200,5.293691
CAMK2D,5.2821426
PSMD14,5.2810483
TMBIM6,5.279449
VDAC3,5.276835
SPATC1L,5.2669373
LSS,5.2626877
ESR2,5.259212
TMEM14C,5.25796
MRPL33,5.2458177
CHRNB4,5.242796
NADK,5.2379923
EFR3B,5.23619
EBP,5.2321243
ACP1,5.230717
SEMA4F,5.2207766
CCNB1,5.210724
CNPY3,5.205703
NIT2,5.2037177
SV2A,5.2000804
LEPROTL1,5.1984873
BEX1,5.196312
CCL2,5.1923804
NCSTN,5.1895757
PARP4,5.189482
MCM3,5.186952
PTBP1,5.1820416
AL591686.2,5.1779547
FADD,5.1718373
B3GNT5,5.1705008
AL096870.8,5.1695905
APLP1,5.165709
EML3,5.165221
ZNF664,5.16389
AKT1,5.160838
MAP2K2,5.157946
HNRNPH2,5.155871
PRRT3,5.1524596
AC090692.1,5.1508837
ALDH3A2,5.14519
C12orf57,5.144471
RANBP1,5.141041
LINC00460,5.1380587
CHDH,5.1359754
EIF4G1,5.132904
PIEZO1,5.1328936
TM7SF2,5.1305842
FAM184B,5.127412
MYL6B,5.126117
ST8SIA5,5.1258206
UGGT1,5.123411
TXN,5.1215515
YWHAE,5.120946
TMEM189,5.113428
AZIN1,5.1116796
GET1,5.111139
MRPS16,5.107166
SEC61B,5.106398
SERINC3,5.1018014
SH3GLB1,5.0993934
TFDP1,5.0976653
FKBP2,5.0976095
ATL3,5.0972614
RER1,5.0930686
PRELID3B,5.087096
FAM167A,5.08643
TTC8,5.0805507
BSG,5.0773754
DNAJC3,5.0759277
CASC4,5.0756035
ATPAF1,5.074098
SEZ6L2,5.073182
SF3B3,5.0695853
ESPN,5.066407
CDCA3,5.0658283
SCD5,5.064571
PRADC1,5.062296
EIF4E,5.06158
FIS1,5.059206
SEC23B,5.058637
FKBP9,5.054555
TRAPPC5,5.054307
MAP2K5,5.045313
EIF4G2,5.043576
PORCN,5.0374303
TK1,5.0332956
ATXN10,5.032923
PKIA,5.0288067
MTHFD2L,5.0159726
FMC1,5.011782
SEC14L2,5.0112324
PNKD,5.0025167
PSMD8,5.000251
VPS9D1,4.990477
CD2BP2,4.9815307
LOXL1,4.976034
PFKFB4,4.971748
ADD2,4.9714556
SHC4,4.9705048
H2AFV,4.9703107
PDZD11,4.96836
PRDX3,4.9671764
CSNK1D,4.9618344
MAN2A2,4.9561806
RAB22A,4.955577
AL591686.1,4.954623
TRAPPC12,4.9519863
TMX2,4.9495587
PBK,4.9484005
VMA21,4.947295
MDH2,4.9451723
PCBP1,4.9441605
ATP6V1F,4.943064
DHFR,4.9428906
TRPT1,4.9426146
SNTG1,4.9392676
LIPE-AS1,4.9345818
SLC49A3,4.9336095
DCTD,4.9307365
RAB1B,4.9300475
MZT2A,4.9280987
FAM174C,4.9241133
TM7SF3,4.9237986
UBE2L6,4.9230723
ATP2A2,4.9184585
CNIH4,4.91745
CCDC102B,4.9136133
UBE2N,4.91248
AKR1B1,4.911655
E2F6,4.9079165
SLC66A1,4.906776
RNF7,4.9053097
MCUR1,4.903311
ST3GAL4,4.9002323
ASCC3,4.8989744
CCNO,4.898433
CADM1,4.8983307
LINC02381,4.8980994
HAGH,4.897525
ABCF2,4.895167
PFDN2,4.8938494
COX14,4.8929925
P3H4,4.8869333
STK40,4.8847966
XRCC6,4.88279
BUD31,4.882281
ENDOD1,4.8817735
LINC01060,4.8804417
TM9SF1,4.8766875
ATP6V1D,4.8757405
SEMA4B,4.8726983
NDUFS7,4.8721795
GOT2,4.8715663
ADRM1,4.8670225
LAMA5,4.8626704
TPST2,4.8614697
PSMD12,4.8516893
UCHL3,4.8507223
TMEM263,4.850713
SNU13,4.8493924
FIBP,4.8487344
NBDY,4.8481345
SMIM7,4.8472757
TCEAL7,4.8453374
AL391422.4,4.840345
PSMB8,4.835562
SDC3,4.8340583
CBR1,4.8338165
GLRA2,4.8334055
ADIPOR1,4.831814
MOCS2,4.831718
SNUPN,4.818958
LIN7A,4.80976
AGPAT3,4.8073783
TRIOBP,4.8046684
AP1S1,4.7966213
DNTTIP1,4.791344
PSMD6,4.7906413
MPV17L,4.7903256
GPM6B,4.7899275
COMMD1,4.788874
TMEM9B,4.787957
COPS7A,4.7879186
STARD7,4.7874374
C2CD2,4.7862267
APOO,4.784298
CTXN1,4.7833347
CMC4,4.782472
STMN3,4.7817936
SCARB1,4.779384
CORO1B,4.7772574
EMC4,4.7740383
DPP3,4.773717
ENOPH1,4.772036
SGSH,4.7708426
GSR,4.770838
IFT43,4.7662497
NF2,4.763222
IDUA,4.7576075
PSMG3,4.7506127
PFDN6,4.7490315
MESD,4.7460446
KIFAP3,4.746044
OSTC,4.7427974
HSPB11,4.7402973
NFE2L3,4.7397738
ST8SIA1,4.735142
BEX4,4.7311373
GGH,4.7291584
GAA,4.728831
SLC27A3,4.7286315
PNPO,4.7185726
TRMU,4.7081904
AC010198.2,4.7014227
C2CD4A,4.6999583
CX3CR1,4.699737
VPS33A,4.69236
IFNAR1,4.686606
TSN,4.681506
RDH10,4.6802397
G3BP2,4.6752205
AIMP2,4.6742444
BIRC5,4.6714406
PELI1,4.6673784
ANLN,4.6673493
SLC22A17,4.660361
ENPP6,4.6598983
SMAD3,4.6544557
DIS3L,4.654419
PSMD10,4.653491
