gene,score
WTAP,13.242316
LDHA,13.239989
RPS26,13.195825
CP,13.191912
LMO4,13.188106
PRKCB,13.186942
SLC38A2,13.181655
RSL1D1,13.181162
ATP13A3,13.180562
RPL30,13.177743
RPL23,13.116553
RPL7,13.068299
PLEKHA4,12.899746
DDIT3,12.888749
NAP1L1,12.855053
EEF2,12.841482
RPS9,12.838592
LITAF,12.775041
RPS20,12.771129
RPL27A,12.725941
CXCL2,12.683256
NRN1,12.64022
SPP1,12.581956
PTMA,12.499088
GOLGA4,12.455382
BNIP3L,12.425563
RPS13,12.385416
RPL11,12.372163
EIF5B,12.3543625
PLOD2,12.345375
NDRG1,12.323486
NAMPT,12.220282
RPS3,12.217885
RPS21,12.187008
PDLIM3,12.160854
BTG1,12.148025
OSER1,12.106115
NOVA1,12.018244
SPSB1,12.014296
RPS17,11.9892
SYF2,11.982115
HMGA2,11.910069
ABCA1,11.878945
ANP32B,11.855259
RPL36,11.843169
PPDPF,11.736476
SNHG5,11.708454
SPOCD1,11.708242
CA12,11.682547
HES1,11.656464
EEF1B2,11.643493
CAST,11.627949
RPS2,11.62749
RPL23A,11.623472
BCL6,11.588824
SGK1,11.575889
MIR222HG,11.496088
RPS28,11.484527
SERTAD2,11.408745
WSB1,11.37392
PCSK1,11.353019
HNRNPC,11.28411
RPL19,11.162965
PLK3,11.105582
FEM1C,11.078195
CNBP,11.056518
RPL8,11.013727
RPL28,10.966884
HSPE1,10.936641
NCL,10.933292
GPX3,10.889797
ZFP36L1,10.864313
NSA2,10.860189
HSPH1,10.800374
AC107308.1,10.799528
GEM,10.659738
ANKRD12,10.6466255
SNHG8,10.632103
TOMM20,10.624983
CSDE1,10.56538
DUSP1,10.56323
DNER,10.533023
COPS8,10.530132
ESF1,10.52622
RPL10A,10.509794
TWIST1,10.483571
RPS27A,10.479446
RPL36AL,10.478143
YBX1,10.414486
CCN3,10.353754
CA9,10.350723
METAP2,10.339515
FAM162A,10.333628
FOSL1,10.312092
ANXA5,10.272932
GRB10,10.254921
INSIG1,10.2232685
IGFBP5,10.152915
VAT1,10.108362
HBA1,10.10741
BTF3,10.103392
RAB13,10.095884
PDPN,10.092324
SDCBP,10.086015
GJA1,10.067299
SNHG16,10.05401
PFDN5,10.016613
RPF2,9.9411125
BIRC3,9.937447
RPS11,9.926767
TNFAIP3,9.852818
CDV3,9.835265
SH3BP5,9.772454
IP6K2,9.755182
VCAM1,9.753349
RPLP0,9.740943
SDC4,9.709819
FXR1,9.693711
RPL18,9.683066
NFIL3,9.682009
PPIG,9.671928
PIM1,9.641545
PFKP,9.610562
RBPMS,9.587511
EMP3,9.560546
RBM39,9.548562
FAU,9.536684
SLC25A25,9.5069
SMIM3,9.494035
CCDC59,9.437532
RPS16,9.418605
HMGB2,9.411626
RPL36A,9.390161
PNN,9.384591
MT1M,9.369259
RPS6KA2,9.326856
JUND,9.326785
SERBP1,9.318397
ADAMTSL4-AS1,9.277333
CLDND1,9.241804
RYBP,9.218646
SRPX,9.158302
S100A10,9.127532
LOX,9.123513
ITGA5,9.100497
UBE2B,9.096972
GABARAP,9.093764
MEG3,9.077516
DES,9.044665
HSPA6,9.037897
PLP2,9.014458
NSRP1,8.995318
WDR1,8.9443865
PLCG2,8.941672
SNHG29,8.930005
GNL3,8.914919
CHD2,8.907376
RPL31,8.844143
IER2,8.824157
SAMD4A,8.805653
CFLAR,8.789368
NUDT4,8.731174
DCBLD2,8.658213
ARRDC3,8.607633
ITPKB,8.600054
AOPEP,8.587224
H3F3B,8.58236
TRA2B,8.549509
RPL4,8.544116
HMGA1,8.52399
ELL2,8.5161295
PNRC1,8.505979
UBE2D3,8.498788
LTBP1,8.473657
NFKBIZ,8.470837
RRAGD,8.464704
PABPC4,8.455434
SNHG6,8.452931
EIF2S2,8.437458
PCNP,8.435625
SMS,8.42847
RPS23,8.420327
SPHK1,8.418354
UBA52,8.407815
EPB41L4A-AS1,8.405876
CTSD,8.316876
ANKRD28,8.290723
CAMK2N1,8.2778225
ATP6V1F,8.260304
TPI1,8.245641
STK17A,8.241799
SLU7,8.241588
CHMP2B,8.23334
CD68,8.213179
SET,8.177649
BRI3,8.149838
VDAC2,8.139018
RPS15A,8.130206
ZNF395,8.109727
RPL3,8.101127
EIF3E,8.090306
NOP58,8.011845
GLIPR1,8.007439
CSRNP1,7.994186
MORF4L1,7.9775143
RIOK3,7.9701123
TAF1D,7.965248
JMJD6,7.9577756
NIBAN2,7.954251
EIF4B,7.947695
RCAN2,7.9429364
GDF15,7.933913
ATF3,7.9020495
SCD,7.8785744
AMD1,7.8374057
RPLP2,7.826373
TMEM47,7.8057885
SLC5A3,7.7321215
VAMP2,7.681506
EMP1,7.6289873
SERINC1,7.621903
GNA13,7.598287
RGS17,7.5764337
CSNK2B,7.546086
HSPB1,7.472771
PKIG,7.469493
IGFBP6,7.460505
CLK1,7.437488
HS3ST3A1,7.4297338
EIF2A,7.417538
HMOX1,7.41567
PGM2L1,7.4142604
UQCRB,7.409255
CYTOR,7.402946
ST13,7.366747
FOSL2,7.3612833
FSTL3,7.307531
AK4,7.3044643
MPHOSPH8,7.2293525
RPLP1,7.2241006
PXDC1,7.209966
SRRM1,7.1980877
UGCG,7.162382
TMSB10,7.1580467
AC020916.1,7.1467323
PATL1,7.1198034
ERRFI1,7.117195
VAPA,7.0933676
RPL6,7.0882215
FOS,7.024353
COL13A1,7.023014
BEND5,7.01963
PTPRK,7.0182905
NRP1,6.9864974
PTGS2,6.9858985
EIF3H,6.981563
SBDS,6.9781437
PMP22,6.952554
PTTG1IP,6.9423323
SLC16A6,6.9292555
MRPS6,6.916919
SMIM26,6.9058867
RRAS2,6.902785
CORO1C,6.846424
GPRC5A,6.840291
EAF1,6.791967
SNHG1,6.776952
SNHG7,6.7444887
NAV2,6.730883
RPL22,6.728874
CDKN1A,6.7270765
TBC1D23,6.697046
NEK6,6.6904545
RPL22L1,6.6730776
PPP1R3B,6.666451
TNC,6.655771
WBP11,6.652775
TRAK2,6.6344814
MYOF,6.608011
DUSP5,6.605473
OXSR1,6.602653
IMPDH2,6.6004324
RNF169,6.5961676
CFL2,6.5849237
GLRX,6.582386
AC103718.1,6.58013
PPP1R3C,6.570648
SNHG12,6.5665245
PDK1,6.5484424
ZEB2,6.5149574
CHRM3,6.507943
EIF4EBP1,6.494725
FGFR1,6.462192
SULF1,6.458456
SARS,6.4501376
CHIC2,6.4397397
PCBP1,6.4347696
CCNL1,6.430117
PHF3,6.4196835
AC097534.2,6.3793254
C4orf3,6.375131
SYNE1,6.3696322
SLC39A14,6.3361473
GFPT2,6.333821
AMOTL2,6.326454
MYL12A,6.3208146
MSANTD3,6.299596
STC2,6.2962823
EIF3A,6.284686
BTG3,6.280985
SLC6A6,6.2562413
TBCA,6.224871
POLR1D,6.2162356
SLC25A36,6.2114067
BAIAP2,6.1864514
DAPK3,6.1346025
IER5,6.106334
WDR45B,6.100941
COPS2,6.096324
STX4,6.091812
ZNF385A,6.0851502
MIR4458HG,6.0835643
YOD1,6.0636497
LINC-PINT,6.0616403
RCL1,6.0605125
SAP30,6.0542736
CCT4,6.0507135
HDAC9,6.0475416
MXI1,6.035663
BHLHE41,6.024384
FAM210A,6.0113072
DAB2,6.0096855
BACE2,6.001191
RPL27,5.995375
SIAH2,5.977434
EIF3F,5.9758835
DDN-AS1,5.975601
TCP1,5.9743323
DLG1,5.96894
SLC38A1,5.9652386
LIF,5.952726
SRSF1,5.946064
ENO1,5.9301324
ASB1,5.918395
MRPS24,5.888611
TF,5.8685904
RDX,5.8667927
CFDP1,5.8591084
ZFP36,5.84219
BAG1,5.833413
NUDC,5.8176227
MITF,5.7822695
HCN2,5.768875
TWISTNB,5.767712
SPIRE1,5.764575
SYTL2,5.7642226
BCL2,5.7621784
MTRNR2L12,5.7318654
VDAC1,5.7187533
ENPP4,5.7063465
CNN2,5.700883
MAFG,5.69831
ANKRD33B,5.6968646
GPNMB,5.693587
HSPA9,5.677408
SMARCC1,5.6714516
EIF5,5.661723
FBL,5.652876
HIVEP2,5.6464257
NGFR,5.6417027
MYH9,5.639376
HBP1,5.638601
MT1H,5.622951
DYRK3,5.6207657
CYSTM1,5.6144915
AC104695.4,5.588902
BCL2L1,5.5831566
AHR,5.571278
HIF1A,5.5669427
ICAM1,5.5580606
S100A6,5.549495
SF3B5,5.548297
FERMT2,5.5261264
ZYX,5.5173497
AL118516.1,5.513684
DNAJC2,5.4982104
NTRK2,5.4761453
TOMM5,5.471105
ABL2,5.465501
AGFG1,5.4635267
MT-ND5,5.4574995
ITGB1,5.43339
DDX39A,5.4313107
SH3RF1,5.4304647
NXT1,5.4153085
CSTB,5.401421
MAP1B,5.3960986
CEBPG,5.3898597
CEBPZ,5.377876
C3orf38,5.3685703
CREBRF,5.347457
SRSF3,5.3431215
PPP4R2,5.3408656
HSPA5,5.3028693
FOXO3,5.271534
CPEB4,5.2617354
SNHG32,5.247742
LRRFIP2,5.2466846
RLF,5.2376614
HLA-E,5.2368155
ARID4B,5.229237
MARCKS,5.2290964
PHF1,5.2234917
MAFK,5.223245
RSRC2,5.1631837
PCF11,5.15342
UBE2E1,5.145877
HK2,5.1054482
TAX1BP1,5.079647
CHST11,5.0537405
CNOT7,5.048841
MIR155HG,5.0413685
RPS15,5.0298777
PTPRN,5.0141926
DOK5,4.9980845
INSIG2,4.9853954
MT-ND4L,4.9673843
GBP1,4.9631543
CCDC174,4.9617095
ADAM8,4.950853
USP38,4.9444027
STEAP3,4.9143014
BCL2L2,4.912222
PTP4A2,4.9060535
CIR1,4.8969245
SLC16A1,4.886738
CHRDL2,4.884024
DHX36,4.878173
DDX41,4.874648
RALBP1,4.8567777
NPC1,4.846732
TRIB3,4.8435597
TRIO,4.839154
NOP53,4.837286
IGF2BP2,4.832774
TMEM38B,4.830166
HNRNPA1,4.8203673
MKNK2,4.7990775
IRF2BP2,4.7934732
STAC2,4.7863183
IRAK2,4.7689056
MXRA7,4.7578735
TAF9,4.750542
MTMR2,4.7462068
UBQLN1,4.733024
UBE2E2,4.7082453
AC007032.1,4.699962
TXNL1,4.6511793
DNAJA1,4.640852
CFAP36,4.6248145
MRPL50,4.611949
TNFRSF14,4.607367
RBBP6,4.5876637
FNDC3A,4.581178
LYST,4.5544252
ANKRD1,4.5376124
AHNAK2,4.5279546
DIPK2A,4.5212574
EMD,4.5198474
IK,4.5092735
EEF1G,4.5031404
RAF1,4.5020475
GAB2,4.500391
SYNPO,4.4963374
NFASC,4.4929185
PAK2,4.4916143
GBP2,4.475577
RSL24D1,4.4755063
FRMD3,4.474484
RHEB,4.470642
HSPA13,4.4665537
ARL8B,4.455697
SNX3,4.4530187
PCDH20,4.4483304
ARSJ,4.441845
SIAH1,4.440999
SH3BP4,4.437439
ANKRD37,4.436699
DUSP10,4.4332447
VKORC1,4.4238334
IFRD1,4.420626
KTN1,4.413365
SAP18,4.406386
STX3,4.4032845
PFKFB2,4.3947897
CLEC2B,4.384533
CHMP1B,4.382982
PIM3,4.3823824
ZNF622,4.369588
TMA7,4.3629966
GAU1,4.323837
TFPI,4.3214397
DDX39B,4.307059
ZPR1,4.292925
AC009053.2,4.292713
SRP72,4.2926426
SSB,4.284007
ESD,4.273292
ELMSAN1,4.2635283
ZBTB21,4.2611666
DHRS3,4.2603207
MME,4.258664
HDGF,4.247068
SELENOK,4.2443185
BOD1L1,4.2396307
ZC3H13,4.239102
LINC02454,4.229867
CERT1,4.2230997
ARC,4.221196
PPME1,4.219328
CADM1,4.2159443
CHI3L2,4.207626
BIRC2,4.196805
BCLAF1,4.1848207
RPS4X,4.1811905
AKNAD1,4.169065
CDK19,4.1688185
CAMLG,4.1642714
ATP6V1G1,4.1639895
PPP1CB,4.163496
DDIT4L,4.1511245
SREK1IP1,4.1437573
CRTAP,4.138294
SLTM,4.1337123
XPO1,4.1276846
NMD3,4.1241245
SRF,4.1217985
CXCL1,4.110907
RPS10,4.10421
TCEAL7,4.103893
SNHG15,4.0987115
RAD23B,4.09568
TMEM251,4.0953274
FAM13A,4.086727
NCAM2,4.084542
LIMA1,4.084471
ARID5B,4.083379
AC015912.3,4.072558
PUM3,4.070584
EN2,4.069174
DSEL,4.0507045
RAB21,4.0439014
EPM2AIP1,4.042668
TPP1,4.038826
TFPI2,4.03012
ZBTB20,4.0273
CD164,4.0201097
FNBP4,4.016197
MAP1LC3B,4.002627
ATP5MC2,3.9995956
FAT1,3.9892328
RARRES2,3.9823596
CWC15,3.9818661
TMOD1,3.973724
RPS27L,3.965582
KLF7,3.9607882
DPH3,3.9550781
KLHL21,3.9487336
UBE2R2,3.9386528
RRAD,3.9379127
YWHAE,3.9345288
IRF1,3.9301581
TIMP1,3.90619
SMAP1,3.8984356
ELP2,3.8955805
HNRNPH3,3.8815873
KHDRBS3,3.8759477
PAPOLA,3.8743615
CRBN,3.863611
RNMT,3.8430266
MREG,3.8405592
LAMTOR3,3.8315358
POLR2H,3.8291743
ADCY8,3.8263192
RAB1A,3.8257554
SLC6A8,3.801611
EGR2,3.7966056
CDCA2,3.7913187
LINC01578,3.7896972
CYLD,3.7878644
BRIX1,3.7878292
RBMX,3.7828944
AC025164.1,3.771439
PRRC2C,3.7662578
LRRC2,3.7638257
SEC61G,3.7630148
KHDRBS1,3.7629445
AC093635.1,3.7622747
TRMT10C,3.7603714
TFRC,3.7595959
FBXL3,3.7500792
CCNI,3.7441928
RAB7A,3.7402098
BCAS2,3.737531
USP36,3.7368965
STX7,3.7331603
ALDOA,3.7307987
PRPF4B,3.7248068
ID2,3.723996
MTRF1L,3.7120118
YTHDC1,3.7099676
SP100,3.706901
GGNBP2,3.704892
DEPP1,3.701508
EIF4A1,3.6991465
NRP2,3.6964679
RRAGC,3.6924143
PUM1,3.6911807
CTSL,3.687092
MAN1A2,3.6743324
CIART,3.6696093
ZNF385D,3.667741
KPNA5,3.663335
ZBTB16,3.6558275
MDM2,3.6501174
KXD1,3.6491656
ZFAND5,3.6484256
RAB42,3.6404595
SETD5,3.6374283
LMAN1,3.6220605
PSMB7,3.621144
CLDN1,3.6145527
ZFAND2A,3.5995727
NAA50,3.5851212
BOLA2,3.5850506
TP53INP2,3.5816317
CD99,3.5715861
PLEKHO1,3.5703173
TGFB1I1,3.569965
ACBD3,3.5620694
SNRNP27,3.5476885
MT1F,3.5352108
LURAP1L,3.5332017
IGBP1,3.5331664
BLVRB,3.5292892
KLF5,3.5276327
LRP12,3.5224864
DHX15,3.5149083
DBI,3.5097623
VIM-AS1,3.5054266
PNPLA2,3.498624
NPEPPS,3.496192
ZNF330,3.4864283
ZNF830,3.4860053
OPTN,3.477123
TCEAL5,3.4767706
KPNA4,3.4673595
PAPPA,3.466866
LRRC58,3.4501235
TIPARP,3.4434617
P4HA1,3.4417346
MRPL33,3.434509
PHPT1,3.424992
SHB,3.4243577
CPNE7,3.4237585
PRPF40A,3.4151933
SERTAD1,3.410717
DNAJC8,3.409166
LSM3,3.4059584
NFX1,3.405007
AL591846.2,3.4038436
GOLGB1,3.4009886
CD55,3.3985565
KMT2E,3.3893921
AL139089.1,3.3885462
ANGPT2,3.372967
VPS26C,3.3724382
RETREG1,3.3613353
DYNLT3,3.3555195
PALLD,3.3523824
EIF3L,3.3415263
MTCL1,3.3409271
PPIL4,3.3385653
CAPZA2,3.334829
GOLGA2,3.3280969
DDX21,3.3278854
VLDLR,3.3243606
GPI,3.3240082
HEY1,3.31428
SREBF2-AS1,3.3124824
AC072022.2,3.3045163
CXCR4,3.302331
AL627232.1,3.3000753
AC007383.2,3.2887962
PRPF38B,3.275931
SOX4,3.2730758
BMERB1,3.2582366
ZNF19,3.2475567
AC007952.4,3.2406127
TRAPPC2B,3.2398374
BDNF,3.239626
LATS2,3.2313075
NPHP3,3.2289107
NKAPD1,3.2216496
PA2G4,3.218548
ARFGEF3,3.21742
RORA,3.2100885
EIF3J,3.209137
DDR2,3.1835825
DIO2,3.1833005
RBM27,3.1785774
ALOX12-AS1,3.1774848
MAP4K5,3.176815
RABGGTB,3.1687787
C9orf78,3.1673334
RASAL2,3.1671572
RBM25,3.160002
U2SURP,3.152882
RGS6,3.1479826
ZNF608,3.146044
RBM15,3.1450922
RNF20,3.1444578
RNASE4,3.131487
SGMS2,3.1268694
ACIN1,3.1263053
MAP4K4,3.125812
EIF3G,3.1206658
C6orf141,3.1205602
AC016831.1,3.1159074
GNL2,3.1148148
NRAS,3.111854
CAV2,3.1021962
SHH,3.095887
BZW1,3.084361
PLK2,3.073822
PLAAT3,3.0717425
GJC1,3.069099
RNF11,3.0608861
HMGXB4,3.0536957
NOP16,3.0529556
ARPP19,3.0344155
ATG12,3.0314193
ATG14,3.0296218
PFDN2,3.0273306
LAMTOR5,3.0229247
SMG7-AS1,3.0214796
SRP68,2.9986746
UBB,2.9941275
DNAJB9,2.98662
LINC00472,2.98165
LONRF1,2.976363
HCFC1R1,2.9738955
AC244502.1,2.9717102
SUMO3,2.9650133
AC109460.1,2.963533
RELB,2.9518306
LUC7L2,2.9499273
MBD2,2.949293
RAI14,2.9439
PTHLH,2.934912
AC093274.1,2.933079
BOD1,2.9240205
GOLGA7,2.916971
YARS,2.9079478
AZGP1,2.9057975
NCBP2AS2,2.8953996
PRPF39,2.895012
MIR100HG,2.894906
TARS,2.8914165
TIMM9,2.8689287
CACYBP,2.8660386
PHLDA1,2.8642056
PRELID2,2.8596587
ZSWIM9,2.8561692
SLC19A2,2.855852
HSF1,2.8474984
MMP19,2.8442907
NIPAL4,2.836219
SSR3,2.8340337
RBM22,2.832941
ABCE1,2.8315666
CWF19L2,2.8315313
PRKAB2,2.8198996
RSF1,2.8120394
DLC1,2.8041792
EIF3D,2.8031218
DARS,2.802558
TNFAIP8,2.7955437
KLHL24,2.7844055
WASF2,2.782044
AC132192.2,2.7790477
FAS,2.7757347
ACTN2,2.7750297
PPL,2.7736197
LRIF1,2.7726328
NCK1,2.7720337
ARHGAP29,2.7707646
FAM133B,2.766535
TERF2IP,2.7599437
MAL,2.754974
AC044849.1,2.7513433
ZNF654,2.7434833
PENK,2.742179
PPP2R2A,2.7404518
ANP32E,2.7402756
CHMP5,2.7282915
PAK1IP1,2.7234979
BRD4,2.7195854
KLF10,2.7169065
HMGN5,2.7083416
HERC4,2.7081652
MYNN,2.7037241
NGDN,2.694595
DEK,2.69248
SPTY2D1,2.6914227
CELF2,2.6871579
WDR33,2.6864176
SNRPB2,2.6799674
PVT1,2.6783106
SLCO4A1,2.6752794
PERP,2.6709087
SNHG19,2.6541662
ARF1,2.647293
RBM7,2.646024
SAT2,2.644297
AC026124.2,2.639891
DYNC1I2,2.6385164
EEA1,2.6333702
SLPI,2.6295283
CADPS,2.6288233
TCEAL2,2.6252282
APCDD1L-DT,2.622091
PID1,2.621069
PXYLP1,2.6208575
DAXX,2.6190598
DENND4C,2.616522
HDAC2,2.6118693
IGFBP2,2.6071813
MLF1,2.6043968
LRRC8A,2.5997794
ETS1,2.5990746
LRRFIP1,2.5963957
CTNNAL1,2.5892756
CU638689.5,2.5886412
ZCRB1,2.5761988
KRT10,2.576058
C2,2.5732028
DDIT4,2.5704536
ALDH3B1,2.5691848
ANGPTL4,2.5691848
RAB5A,2.566788
LINC00702,2.558258
ATP6V1C1,2.5570595
THBS2,2.5557554
CALD1,2.55142
ARMC8,2.549164
SNHG21,2.548142
SPRY2,2.5453928
EIF4H,2.5446877
AC123595.2,2.544582
DCP1A,2.5400703
KCNMA1,2.531329
EIF4E2,2.522482
ARL5B,2.5211778
RNF7,2.5143044
UBXN7,2.5016153
BSG,2.497033
TCEAL4,2.495729
LRP2BP,2.4948127
RPL7L1,2.4920986
AC104506.1,2.4911468
IFI30,2.487164
PTPN11,2.4861417
NR4A2,2.484027
CDON,2.4774709
AC233280.1,2.4771888
RGS4,2.4729946
AC016831.7,2.4729593
FOSB,2.4709148
MAT2A,2.4690468
MAOA,2.4647465
SERAC1,2.4636538
DRG1,2.4634073
PPP2CB,2.460094
GOLT1B,2.457944
EGOT,2.4567454
AC027031.2,2.4564986
PLEKHM1,2.4486384
ASIP,2.4426112
CRIM1,2.4385226
NOB1,2.4378529
RNASE1,2.4376764
HIST1H4E,2.4365838
ASNSD1,2.4305918
AC132938.6,2.4292524
USP12,2.4275959
MRPS30,2.4248817
BCL2A1,2.4195242
RAB32,2.4173388
DMRTA2,2.4119108
UBAP1,2.4109943
TMEM126A,2.4041562
NFIX,2.4023585
HYPK,2.3967543
KARS,2.3967543
NOP14,2.3898106
ARHGAP5,2.388295
FAM219A,2.388189
ADAMTSL4,2.386603
SEPTIN9,2.3805404
ZNF581,2.379765
ZNF44,2.3712704
SLIT2,2.3667939
EREG,2.3579116
MEX3B,2.3570657
S100A9,2.352378
NOCT,2.3478308
AC108693.2,2.3430371
UBQLN2,2.338455
TMEM45A,2.336869
ST3GAL5,2.3346837
MYADM,2.334014
ZNF844,2.3291497
IFI6,2.32848
KIF3B,2.3252373
THOC6,2.3178
PPTC7,2.3150508
ETF1,2.3150156
POLR1C,2.3005288
AC234772.2,2.291153
OSMR,2.2829757
UAP1L1,2.2786403
PFKFB3,2.2748687
TCTE3,2.2741284
KCMF1,2.2715201
WDR43,2.2673256
PGRMC2,2.263096
DDAH2,2.2628846
SRSF11,2.262215
KDM4C,2.2610517
NUAK2,2.2586548
AC022509.3,2.2579498
AC078802.1,2.2511823
AP3S1,2.2505832
TREM1,2.2505128
TUT7,2.2472348
EIF2B5,2.2470233
LUCAT1,2.2453313
TSHZ2,2.243851
INHBA,2.2408903
FNIP1,2.2363784
LHFPL2,2.2300692
AC005837.4,2.227214
FIP1L1,2.2250993
PDCD6IP,2.2235131
RAB8B,2.2213278
MARCH6,2.2022943
ZNF207,2.1982055
PURA,2.1965137
NCS1,2.1940815
EGLN3,2.1920373
ZCCHC7,2.1876667
SHISA9,2.18742
IMP4,2.1853402
PLEKHM2,2.1833313
FAM110C,2.1829433
EEF1D,2.1793835
EGLN1,2.1785376
HECTD1,2.1722634
ZNF292,2.1718757
PPP1R2,2.1705716
AC097359.2,2.1690207
SNHG3,2.1656017
MPHOSPH10,2.1622179
BDP1,2.1579177
SF3B1,2.1492116
LSM12,2.1391308
C15orf48,2.1329625
AP001033.2,2.1256664
AC087521.1,2.1247146
SRSF4,2.1236925
CCT8,2.1209433
COA6-AS1,2.1208375
GYS1,2.112625
PCID2,2.1110034
OSBPL8,2.1095936
AL451165.2,2.0973628
KHDC4,2.0942256
TAF7,2.0911944
ING5,2.0889385
BRK1,2.0884802
MEAF6,2.0856957
WASHC2C,2.0825589
SYNCRIP,2.0815365
TFB2M,2.0789282
FNBP1,2.0721607
RASSF8,2.0708566
MFSD11,2.0640538
ADSSL1,2.0611284
YTHDF3,2.054643
WASHC2A,2.0529861
POLRMT,2.0488622
ZNF521,2.0475934
IKZF5,2.04569
LINC00240,2.0421653
ILF3,2.039874
AL442663.3,2.0346222
MINDY2,2.0338116
DAZAP2,2.029723
TAF3,2.0295467
FAM27C,2.0255637
ERFE,2.01647
XDH,2.0155182
FILIP1L,2.0138967
CBFA2T3,2.0126278
NUS1,2.0104425
AC211476.6,2.0082572
HNRNPDL,2.007376
RAPGEF1,2.0034282
TRMT13,1.9993043
ADAMTS9-AS2,1.9928893
C1orf50,1.9926778
CDKN2AIP,1.9919376
NGLY1,1.9911269
RAC1,1.9905982
NDUFAB1,1.9885892
BPTF,1.9827733
PROX1,1.9816453
SOCS2,1.9814692
AL162253.2,1.9791428
ZBTB43,1.9767812
NTMT1,1.9719523
RASSF9,1.969203
CRY1,1.9678637
KDSR,1.9668062
TWIST2,1.9658545
YRDC,1.9657135
ZMYM5,1.9656783
NRG1,1.9654316
HEBP2,1.9571131
CACNB1,1.9555975
RERE,1.9546812
MYO1E,1.9511917
MAF,1.9473848
MRPL42,1.9437191
TCERG1,1.9419216
FYTTD1,1.9259545
HSPD1,1.9209846
NDUFAF4,1.918623
TENT5A,1.9162966
LHX2,1.9085774
TRAF3IP2-AS1,1.906815
MTHFD2,1.9032198
RAP2A,1.9021624
EML2-AS1,1.9019157
ACTR3,1.8981795
PIGL,1.894972
TPR,1.8925399
CCL28,1.8919407
RTN4,1.891412
CAPG,1.8900726
EIF1AD,1.8894733
SAA1,1.8890857
ANKRD20A4,1.8884159
XRN1,1.8883806
RNF126,1.8882397
RNF187,1.8855962
MRPS2,1.8811197
LGALS1,1.8787229
RAD23A,1.8675143
CDK11B,1.8652583
RALA,1.8652232
TNRC6A,1.8648707
PCGF5,1.8627206
CNKSR3,1.8591254
DUSP8,1.8462952
RGS2,1.8410434
TMEM107,1.837413
KLF4,1.8315266
NCOR1,1.8246886
TMEM183A,1.8179916
PBDC1,1.8165112
RSBN1,1.8157358
CDC73,1.81207
GTF2F2,1.8048795
PCSK5,1.8014958
RBM3,1.7928954
KCTD9,1.792684
CCDC47,1.7925078
SRGN,1.7920847
ZC3H15,1.7903576
ATG3,1.7866213
KRR1,1.7804884
AC008764.8,1.7773161
AMPD3,1.7771046
