Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,HALLMARK_MYOGENESIS,-0.5321420935576159,-1.5668056311167653,0.0,0.00767076298522493,0.05,55/183,8.88%,IGFBP7;COL6A2;SPARC;MYH9;TAGLN;ITGB1;ITGB5;APOD;GSN;FXYD1;COL4A2;AGRN;AEBP1;COL3A1;IGFBP3;COL1A1;TPM2;PDLIM7;APP;SPTAN1;AK1;GPX3;GAA;PRNP;TGFB1;NOTCH1;ITGB4;ITGA7;NQO1;COX7A1;LAMA2;TPM3;COL6A3;MYLK;BIN1;SPEG;MRAS;ATP6AP1;SPHK1;ABLIM1;CRAT;SYNGR2;FDPS;BAG1;CFD;DTNA;COL15A1;FST;SOD3;CDH13;MEF2C;WWTR1;APLNR;DES;ADAM12
prerank,HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.5083693759412423,-1.506679177621424,0.002663115845539281,0.019464561075008262,0.135,92/196,20.01%,HLA-B;B2M;CD74;HLA-DRB1;HLA-A;IFI27;LY6E;IFITM3;TXNIP;MVP;SAMHD1;C1R;PLSCR1;HLA-DQA1;ISG15;STAT1;HIF1A;VAMP5;TAPBP;LAP3;FGL2;C1S;HLA-DMA;VAMP8;IFI35;IL4R;IFI30;IFI44;PSMB8;PSMA3;PML;OAS2;FCGR1A;TAP1;IFIT1;SERPING1;MYD88;PSME2;IFI44L;IFITM2;NLRC5;IL10RA;CIITA;PSMB9;PARP12;CFH;PSMA2;PDE4B;TNFAIP2;IFIT3;TRIM26;TOR1B;MX1;LGALS3BP;IRF2;RNF31;NUP93;SPPL2A;PTPN2;CASP7;HERC6;PSMB2;TRIM14;PARP14;CMKLR1;UPP1;MTHFD2;TNFAIP6;PNP;GBP4;SP110;MX2;PTPN6;RTP4;SSPN;CD86;JAK2;TDRD7;CASP3;SAMD9L;IFIT2;NCOA3;IRF8;LCP2;STAT2;CCL5;RIPK1;ST3GAL5;RNF213;CASP8;LATS2;IRF9
prerank,HALLMARK_MYC_TARGETS_V1,0.45136142270017243,1.5065112218353611,0.0,0.013987138263665594,0.084,57/195,8.42%,PGK1;LDHA;RPL18;RPL34;RPS5;HNRNPU;RACK1;RPS3;RPL22;CNBP;RPLP0;EIF4H;HNRNPA1;RPL6;CLNS1A;NPM1;RPS10;HSP90AB1;CANX;RPL14;PCBP1;PRDX4;SNRPD3;RSL1D1;IMPDH2;IFRD1;SNRPD2;RPS2;NAP1L1;VDAC1;SRSF3;HNRNPA2B1;ACP1;SRSF7;FBL;PHB2;TARDBP;XPO1;SRSF1;PWP1;PTGES3;UBA2;COPS5;SF3B3;RNPS1;MRPS18B;GLO1;PRPF31;SSBP1;PABPC4;HNRNPC;UBE2E1;HNRNPR;EXOSC7;YWHAE;APEX1;SRSF2
prerank,HALLMARK_ALLOGRAFT_REJECTION,-0.47450819105407244,-1.4093186668646875,0.009345794392523364,0.06359914821749825,0.412,44/184,10.53%,B2M;F2R;CD74;HLA-DRA;THY1;HLA-A;HLA-E;TIMP1;STAB1;IFNGR1;HLA-DMB;CAPG;GALNT1;TGFB1;HLA-DQA1;CTSS;STAT1;CCND3;SPI1;HCLS1;ITGB2;SRGN;HIF1A;TAPBP;HLA-DMA;IL4R;CSK;CD4;NME1;TAP1;MMP9;ABI1;FYB1;FLNA;EIF5A;IL18;TLR2;ETS1;EIF4G3;LY86;TAP2;AKT1;PTPRC;PRKCB
prerank,HALLMARK_TGF_BETA_SIGNALING,-0.5599552738033637,-1.4033933931665432,0.03787878787878788,0.0613200793038881,0.431,22/53,9.34%,ENG;RAB31;FKBP1A;ID3;RHOA;CTNNB1;ID1;SLC20A1;LTBP2;TGFB1;PPP1CA;FURIN;PMEPA1;THBS1;TGFBR1;ACVR1;APC;PPM1A;TJP1;WWTR1;BMPR2;HDAC1
prerank,HALLMARK_KRAS_SIGNALING_UP,-0.4541280126020907,-1.357373446521862,0.006501950585175552,0.09372277683765734,0.61,64/192,13.31%,TSPAN7;ENG;ADGRL4;APOD;GNG11;LAPTM5;IGFBP3;PLVAP;PECAM1;DCBLD2;ITGA2;CTSS;TMEM176B;ETV5;TFPI;C3AR1;ITGB2;ADGRA2;TNFRSF1B;PLAT;FCER1G;GYPC;JUP;BTBD3;PRRX1;SCN1B;DUSP6;PSMB8;ETV1;ACE;NIN;LAT2;PLAUR;MMP9;TMEM176A;SPP1;SPON1;IL10RA;MPZL2;CFH;CD37;ALDH1A3;ST6GAL1;EMP1;SATB1;RBM4;KIF5C;ETS1;EVI5;CA2;PLAU;KCNN4;FLT4;TSPAN13;MMP11;CMKLR1;SEMA3B;MTMR10;CROT;SERPINA3;ANO1;TMEM158;IL33;MALL
prerank,HALLMARK_UV_RESPONSE_UP,0.40609028473827385,1.3159000701577508,0.022388059701492536,0.07703644158628083,0.42,29/153,5.01%,ENO2;IGFBP2;FOS;DNAJB1;JUNB;BTG1;HNRNPU;SLC6A8;ALDOA;SQSTM1;PDLIM3;ICAM1;HSPA2;BTG2;SLC25A4;ATF3;PRPF3;EIF2S3;TUBA4A;ATP6V1F;BTG3;ATP6V1C1;DLG4;BSG;CDO1;CREG1;NUP58;HSPA13;HMOX1
prerank,HALLMARK_MITOTIC_SPINDLE,-0.43097099096768476,-1.2789427177112835,0.03964194373401535,0.20556366339905274,0.896,84/199,21.40%,MYH9;GSN;MARCKS;PREX1;MID1IP1;ATG4B;SPTAN1;ACTN4;ARHGDIA;PXN;ABR;EPB41L2;ARHGEF2;FSCN1;ARHGAP4;NCK2;KIF5B;BIN1;PALLD;EZR;VCL;RALBP1;APC;KLC1;CYTH2;CDC42;NIN;PKD2;SMC1A;MAP3K11;ROCK1;CLIP1;ABI1;SHROOM1;TAOK2;CDC42EP1;TOP2A;CLIP2;SUN2;FLNA;SSH2;TPX2;FGD4;SORBS2;BCR;CDC42BPA;CDK5RAP2;CAPZB;OPHN1;ARL8A;WASF2;RABGAP1;KIF3C;KIF3B;ARHGAP27;TBCD;ARF6;RAPGEF5;LATS1;CDK1;SMC4;MAPRE1;CCNB2;PLEKHG2;SHROOM2;ECT2;ARHGAP10;TUBGCP6;CNTRL;ARHGAP29;KATNA1;BCAR1;TUBGCP2;SAC3D1;FARP1;HDAC6;FBXO5;STK38L;PLK1;PCNT;BIRC5;DYNLL2;DOCK2;DYNC1H1
prerank,HALLMARK_ANGIOGENESIS,-0.5435973597028034,-1.2744607728293256,0.13446676970633695,0.1982597202335059,0.904,17/34,8.80%,POSTN;ITGAV;FSTL1;TIMP1;COL3A1;COL5A2;APP;VCAN;PDGFA;LUM;S100A4;STC1;TNFRSF21;SLCO2A1;SPP1;OLR1;MSX1
prerank,HALLMARK_XENOBIOTIC_METABOLISM,-0.417454876879827,-1.2408887325058013,0.06728232189973615,0.2506805343571507,0.953,65/176,17.04%,PTGDS;IGFBP4;FBLN1;DDAH2;GSTO1;IDH1;ATP2A2;CNDP2;NQO1;PGD;COMT;TMEM176B;EPHX1;ELOVL5;ABHD6;EPHA2;PROS1;JUP;CBR1;GSS;NINJ1;ABCC3;CYFIP2;MAN1A1;PGRMC1;SLC1A5;ETS2;AHCY;TPST1;GSTM4;IL1R1;HES6;DHRS7;PTGR1;ENPEP;SLC35B1;NPC1;MAOA;TMBIM6;PEMT;ATOH8;CA2;ALAS1;ITIH4;HPRT1;PAPSS2;TNFRSF1A;GART;PINK1;SPINT2;UPP1;CROT;CYB5A;SLC12A4;ACP2;ALDH9A1;LCAT;CYP2J2;CD36;FBP1;PDK4;ASL;AP4B1;RETSAT;ALDH2
prerank,HALLMARK_IL2_STAT5_SIGNALING,-0.4144484364831923,-1.2399455454815966,0.06422018348623854,0.23618790615706575,0.955,90/196,20.81%,CD81;COL6A1;ITGAV;PLEC;IFNGR1;IFITM3;GSTO1;CAPG;PRNP;NT5E;FURIN;PLSCR1;SPRY4;ALCAM;ITGA6;WLS;CKAP4;CCND3;CTSZ;ITIH5;PLPP1;TNFRSF1B;FGL2;ECM1;IL4R;SMPDL3A;GLIPR2;TGM2;TNFRSF21;SYNGR2;ADAM19;NCS1;P2RX4;APLP1;SLC1A5;AHCY;BCL2L1;SPP1;AHNAK;IL10RA;PRAF2;EMP1;UCK2;NOP2;MAPKAPK2;GUCY1B1;BMPR2;CA2;BATF3;MYO1C;PTH1R;SNX9;IGF2R;PRKCH;LRRC8C;XBP1;TTC39B;AMACR;SYT11;AHR;CSF1;PNP;CYFIP1;ST3GAL4;GBP4;TWSG1;PLAGL1;IL3RA;HIPK2;HOPX;SNX14;ENPP1;TLR7;CD86;CASP3;BCL2;DHRS3;NCOA3;IRF8;CDC42SE2;GABARAPL1;NFKBIZ;PTCH1;DCPS;SELL;TNFRSF4;GPR65;SWAP70;BMP2;ANXA4
prerank,HALLMARK_P53_PATHWAY,0.3815106044884068,1.2369811941955227,0.06746031746031746,0.12643546164446487,0.639,39/193,6.14%,JUN;FOS;NDRG1;RPL18;FAM162A;RPL36;DDIT3;PPP1R15A;GADD45A;BTG1;DDIT4;RACK1;CCND2;TGFA;SLC3A2;S100A10;NUPR1;RPS27L;BTG2;CDKN1A;RAP2B;ATF3;HBEGF;SLC19A2;SAT1;SP1;TSPYL2;HMOX1;ZFP36L1;MXD1;ANKRA2;POM121;HEXIM1;HSPA4L;HDAC3;PITPNC1;RCHY1;LIF;EPS8L2
prerank,HALLMARK_INFLAMMATORY_RESPONSE,-0.4048928956687971,-1.2068262625110464,0.09126984126984126,0.2918341777728825,0.984,55/193,15.18%,CHST2;GABBR1;TIMP1;LY6E;MMP14;STAB1;CD14;DCBLD2;AXL;ITGA5;ATP2A2;CX3CL1;C3AR1;ADRM1;HIF1A;ITGB8;CD82;RHOG;TNFRSF1B;TAPBP;IL4R;SPHK1;CALCRL;CD55;SCN1B;P2RX4;CSF3R;ATP2B1;PLAUR;ABI1;IL1R1;CYBB;IL10RA;LPAR1;PDE4B;LDLR;APLNR;SCARF1;OLR1;IL18;TLR2;HRH1;SLC31A2;CMKLR1;LYN;MSR1;PIK3R5;AHR;CSF1;PCDH7;TNFAIP6;INHBA;SELENOS;RTP4;SEMA4D
prerank,HALLMARK_APOPTOSIS,-0.4128227681743545,-1.1967842665678652,0.11527777777777778,0.2972826755991525,0.989,50/156,10.42%,F2R;GSN;TIMP3;BGN;PDGFRB;TIMP1;ANXA1;TIMP2;DCN;IFNGR1;CTNNB1;PEA15;IFITM3;APP;CD14;TXNIP;MMP2;IGFBP6;SLC20A1;SPTAN1;CFLAR;GPX3;DNAJA1;TNFRSF12A;LMNA;BCAP31;LUM;PLAT;LEF1;CCND1;DAP;TAP1;ROCK1;ADD1;BCL2L1;BID;FEZ1;TOP2A;PLCB2;HSPB1;BAX;EMP1;SATB1;IL18;KRT18;EBP;DNAJC3;TSPO;CASP7;IGF2R
prerank,HALLMARK_BILE_ACID_METABOLISM,-0.42581073755959353,-1.1861403745858323,0.15695067264573992,0.30689870396886587,0.992,37/100,22.12%,FADS2;DHCR24;IDH1;ABCA2;SLC29A1;SLC35B2;ALDH1A1;BMP6;GSTK1;NPC1;AR;TFCP2L1;FADS1;AMACR;CROT;IDH2;ALDH9A1;SLC22A18;BCAR3;EFHC1;RXRA;ACSL1;PEX26;GCLM;ABCA3;RETSAT;FDXR;ABCA8;CYP46A1;ABCD2;ACSL5;HSD17B4;ABCD3;CYP7B1;PEX7;OPTN;IDI1
prerank,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.39520533385582524,-1.1777456682320817,0.1266490765171504,0.3108677630854314,0.996,86/200,17.31%,ATP5F1E;NDUFS6;CYB5R3;ATP5F1A;CYCS;SLC25A5;ATP6V0B;ATP5PB;NDUFV2;IDH1;MPC1;NDUFS8;UQCR11;NDUFAB1;NDUFB6;NDUFS1;PDHB;ATP6AP1;NDUFB1;ACAA1;MRPS11;PMPCA;CPT1A;NDUFA3;NDUFA4;TCIRG1;SURF1;ATP6V0C;MRPS15;NDUFC2;ATP5F1D;COX5A;ISCA1;ATP5MF;ATP5MG;AFG3L2;BAX;NDUFB5;UQCRC1;COX7B;DECR1;NDUFA8;UQCRQ;ALAS1;SLC25A3;NDUFS2;NDUFB3;ATP5F1B;CASP7;IDH3G;CYC1;NDUFB4;COX6A1;LDHB;GLUD1;ATP5F1C;ATP1B1;HADHA;SLC25A20;CYB5A;NNT;IDH2;ATP6V1G1;FH;MRPL15;BDH2;AIFM1;TIMM13;TIMM50;GOT2;NDUFB8;SLC25A12;PDP1;NDUFS7;UQCRFS1;SLC25A11;HSD17B10;MAOB;COX8A;PDK4;NDUFB2;MRPS12;RETSAT;FXN;PRDX3;SDHB
prerank,HALLMARK_UV_RESPONSE_DN,-0.408400940135459,-1.1753869279824185,0.1472972972972973,0.3010697764070933,0.997,52/144,15.31%,GJA1;LTBP1;PDGFRB;COL1A2;COL3A1;COL1A1;TGFBR2;LAMC1;ID1;COL5A2;NFIB;SYNJ2;CELF2;KALRN;SDC2;TFPI;FYN;DAB2;MGLL;PTEN;KCNMA1;PTPRM;MAP1B;RBPMS;RGS4;PIK3R3;RUNX1;ATP2B1;TJP1;FHL2;DLC1;LPAR1;LDLR;ZMIZ1;FBLN5;PIAS3;GRK5;APBB2;CDC42BPA;SCAF8;SIPA1L1;MGMT;INSIG1;ATRX;ATRN;SLC22A18;NR1D2;SMAD7;PRKAR2B;SNAI2;DDAH1;ERBB2
prerank,HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.4039665569612751,-1.1169553670056356,0.2637037037037037,0.4365686906991016,1.0,50/102,20.60%,CALR;CFL1;AP2M1;PFN1;YWHAB;RAC1;HSP90B1;PPP1CA;ARHGDIA;GRK2;PTEN;CAB39;MAPK10;GNA14;RPS6KA1;PIK3R3;PIKFYVE;SMAD2;ACTR2;MYD88;MAPKAP1;GSK3B;AKT1;AKT1S1;CSNK2B;PRKCB;MAP2K3;RALB;PRKAR2A;TNFRSF1A;ARPC3;UBE2N;MAPK9;PIN1;CDK1;SLA;MAP2K6;THEM4;PLCG1;STAT2;TRAF2;RIPK1;PAK4;ACACA;IRAK4;EIF4E;E2F1;MKNK1;RPS6KA3;RIT1
prerank,HALLMARK_HEDGEHOG_SIGNALING,-0.476393482260851,-1.1102458059715927,0.3110419906687403,0.4357132844025674,1.0,11/35,7.06%,MYH9;THY1;RTN1;NRP2;HEY1;CRMP1;PML;TLE1;ETS2;CNTFR;NRCAM
prerank,HALLMARK_NOTCH_SIGNALING,-0.4799590117541748,-1.1016762326598706,0.3317972350230415,0.4411889357667239,1.0,14/32,12.82%,NOTCH1;NOTCH3;CCND1;FZD7;HEYL;APH1A;DTX1;DTX2;ARRB1;FZD1;PSEN2;ST3GAL6;RBX1;KAT2A
prerank,HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.4037667189193428,-1.0913003883405392,0.29555236728837875,0.4517568014098469,1.0,30/83,16.50%,IFNGR1;CD14;TNFRSF12A;TGFB1;IL13RA1;STAT1;TNFRSF1B;IL4R;ACVRL1;TNFRSF21;IL10RB;CSF3R;MYD88;IL1R1;CNTFR;LTBR;IL17RA;TLR2;PTPN2;TNFRSF1A;PIK3R5;CSF1;STAM2;ITGA4;CD36;IL3RA;BAK1;CBL;IL17RB;CSF2RA
prerank,HALLMARK_PANCREAS_BETA_CELLS,-0.47586601404695117,-1.0865833670746996,0.32838038632986627,0.4464874986231963,1.0,14/30,31.37%,SRPRB;STXBP1;SPCS1;MAFB;PAX6;INSM1;FOXO1;AKT3;CHGA;ABCC8;NKX6-1;ELP4;SST;PAK3
prerank,HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.3686003765113857,1.07088177627528,0.2786885245901639,0.3716840836012862,0.955,14/73,4.29%,ERRFI1;ACTG1;CD9;SCD;PNRC1;FABP5;LPL;ATF3;PDK3;ALDOC;CLU;JAG1;ECH1;LGALS3
prerank,HALLMARK_FATTY_ACID_METABOLISM,0.33768114610270905,1.0700958655671078,0.277992277992278,0.3323508395855662,0.955,15/147,3.69%,ENO2;LDHA;MIF;XIST;GLUL;ALDOA;S100A10;HSP90AA1;BMPR1B;MDH1;SDHD;HMGCL;SDHA;ADIPOR2;ECH1
prerank,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.35318259596894724,1.066028104747113,0.29194630872483224,0.3089228295819936,0.959,34/109,12.07%,VEGFA;STC2;RPS14;DDIT4;ERO1A;EEF2;HSPA9;NPM1;CEBPB;ATF3;IMP3;ATF4;EIF4A2;DNAJB9;MTREX;TSPYL2;EDEM1;SEC31A;DKC1;EIF4A3;EXOSC9;SLC7A5;EXOSC5;FUS;EDC4;SDAD1;CEBPG;NOLC1;CCL2;ALDH18A1;EIF4EBP1;NFYB;FKBP14;KHSRP
prerank,HALLMARK_ANDROGEN_RESPONSE,-0.37591320598048117,-1.0415444100527205,0.39697802197802196,0.5599597973345083,1.0,36/97,16.78%,B2M;ITGAV;ABHD2;MYL12A;DBI;TMEM50A;TSC22D1;DHCR24;PMEPA1;CCND3;ELOVL5;ADRM1;NCOA4;PLPP1;CCND1;SPCS3;B4GALT1;ALDH1A3;ZMIZ1;LIFR;AKT1;VAPA;MERTK;GPD1L;FADS1;KRT19;INSIG1;SORD;PTK2B;ANKH;HMGCS1;LMAN1;UBE2J1;SRP19;SLC26A2;CAMKK2
prerank,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.4198065238911638,-1.0397262910600062,0.39692307692307693,0.5450275972635263,1.0,19/49,10.94%,ATOX1;PTPA;TXN;GPX3;PRNP;NQO1;EGLN2;G6PD;PRDX6;MGST1;STK25;HMOX2;PRDX1;FES;PDLIM1;MBP;NDUFS2;HHEX;NDUFB4
prerank,HALLMARK_HEME_METABOLISM,-0.34901599223044394,-1.0305881213967598,0.3731543624161074,0.5522182273063427,1.0,66/181,17.92%,CTSB;C3;SEC14L1;ENDOD1;LRP10;GDE1;SLC6A9;CCND3;NCOA4;GYPC;PIGQ;NFE2L1;SLC66A2;HBB;ALAD;TRAK2;GAPVD1;UBAC1;ISCA1;ADD1;TSPAN5;NUDT4;TOP1;PICALM;SNCA;DCUN1D1;FOXO3;CA2;ALDH1L1;RIOK3;KLF3;MAP2K3;SLC7A11;GLRX5;CTNS;HDGF;HAGH;RNF123;UROS;ABCG2;GMPS;TNS1;KAT2B;NNT;HMBS;SLC30A1;FECH;TNRC6B;SLC22A4;AGPAT4;RBM5;ATP6V0A1;TFDP2;SIDT2;RCL1;HTATIP2;CLCN3;DAAM1;UROD;UCP2;GCLM;IGSF3;HEBP1;SELENBP1;EIF2AK1;BLVRA
prerank,HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.42276163883579826,-1.0217138412155105,0.4268104776579353,0.5596535772206418,1.0,13/41,13.13%,DKK1;CTNNB1;NOTCH1;HEY1;LEF1;HDAC2;NOTCH4;FZD1;PSEN2;JAG2;HEY2;KAT2A;TP53
